,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
199,100.0,100.0,441455,0,0,-1,1,0,2,0.0,0.0,1,Victor,0.5,182,False,,2023-08-31T02:00:07.534376Z,44,441455.jpg,1.0,da Silva,0.1,False,,a,6,90,3,2248,167,9205,272,0.1,0.7,Vitinho,152,0,0,0,5,0,0,0,0,0,0,0,12,10.4,12.5,9.0,3.1,2,0.01,0.07,0.08,3.45,371.0,140.0,322.0,109.0,308.0,101.0,369.0,131.0,,,,,,,0.01,0.0,0.04,0.05,2.04,2.96,548.0,135.0,303.0,96.0,358.0,130.0,381.0,144.0,1.18,0.0
200,0.0,0.0,120202,0,0,0,0,0,4,0.0,0.0,0,Wout,0.0,183,False,On loan to Hoffenheim,2023-08-10T13:52:51.426276Z,55,120202.jpg,0.0,Weghorst,0.0,False,,u,6,90,0,0,0,14379,84,0.0,0.0,Weghorst,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,710.0,86.0,710.0,86.0,708.0,86.0,710.0,86.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,96.0,29.0,697.0,85.0,710.0,86.0,510.0,73.0,0.0,0.0
201,100.0,100.0,511783,0,0,-1,1,0,3,-0.3,-0.3,0,Anass,0.2,184,False,,2023-08-12T08:00:06.224285Z,49,511783.jpg,0.0,Zaroury,0.0,False,,a,6,90,0,1366,56,10690,233,0.0,0.0,Zaroury,59,0,0,0,1,0,0,0,0,1,0,0,1,0.0,30.2,8.0,3.2,0,0.13,0.06,0.19,1.62,684.0,285.0,234.0,129.0,320.0,163.0,367.0,168.0,3.0,,,,,,0.2,0.0,0.09,0.29,2.47,1.53,278.0,180.0,360.0,170.0,685.0,285.0,532.0,193.0,0.0,0.0
202,,,207189,0,0,-2,2,0,3,2.5,2.5,2,Sander,3.0,475,False,,,48,207189.jpg,2.1,Berge,0.1,False,,a,6,90,17,5706,929,11026,649,0.6,3.5,Berge,512,0,1,0,15,0,0,0,1,0,0,2,68,73.6,77.2,40.0,19.2,6,0.32,0.16,0.48,12.00,205.0,83.0,116.0,80.0,181.0,100.0,172.0,85.0,,,,,,,0.06,0.0,0.03,0.09,2.11,2.64,308.0,204.0,92.0,36.0,209.0,88.0,377.0,120.0,1.05,0.0
203,,,492831,0,0,-1,1,0,4,0.5,0.5,0,Zeki,1.0,594,False,,,54,492831.jpg,2.4,Amdouni,0.3,False,,a,6,90,17,46049,669,33548,4935,0.2,3.1,Amdouni,464,1,0,1,11,0,0,0,1,0,0,2,49,83.0,55.2,140.0,27.8,7,1.32,0.25,1.57,8.72,185.0,19.0,168.0,24.0,43.0,15.0,102.0,18.0,,,,,,,0.26,0.0,0.05,0.31,1.69,2.13,134.0,36.0,244.0,32.0,185.0,28.0,283.0,46.0,1.36,0.19
204,,,432720,0,0,0,0,0,1,1.5,1.5,0,James,2.0,596,False,,,45,432720.jpg,1.9,Trafford,0.9,False,,a,6,90,15,25812,1745,37517,3386,0.4,3.3,Trafford,720,0,0,0,20,0,0,0,1,0,28,0,146,233.8,0.1,0.0,23.5,8,0.00,0.00,0.00,14.70,17.0,6.0,406.0,4.0,601.0,72.0,132.0,6.0,,,,,,,0.0,3.5,0.0,0.0,1.84,2.5,408.0,22.0,154.0,16.0,243.0,23.0,176.0,24.0,1.0,0.0
205,50.0,25.0,83283,0,0,-2,2,0,3,-0.2,-0.1,0,Nathan,0.0,600,False,Knock - 50% chance of playing,2023-09-28T17:00:09.620680Z,48,83283.jpg,1.0,Redmond,0.0,False,,d,6,90,3,438,16,3898,138,0.0,0.6,Redmond,53,0,0,0,2,0,0,0,0,0,0,0,10,9.2,15.8,4.0,2.9,0,0.00,0.26,0.26,1.34,381.0,171.0,296.0,155.0,351.0,176.0,377.0,174.0,,,,,,,0.0,0.0,0.44,0.44,2.28,3.4,291.0,190.0,635.0,251.0,379.0,173.0,574.0,215.0,0.0,0.0
206,,,487702,0,0,0,0,0,3,1.3,1.3,1,Luca,1.8,605,False,,,50,487702.jpg,2.2,Koleosho,0.2,False,,a,6,90,18,28506,624,14342,3046,0.4,3.6,Koleosho,501,0,1,1,15,0,0,0,0,0,0,0,44,44.2,114.5,91.0,24.9,7,0.38,0.79,1.17,9.69,269.0,113.0,63.0,45.0,85.0,52.0,125.0,69.0,,,,,,,0.07,0.0,0.14,0.21,1.74,2.69,210.0,133.0,176.0,78.0,201.0,86.0,335.0,102.0,1.26,0.18
207,,,179458,0,0,-1,1,0,3,1.7,1.7,1,Jacob,2.2,608,False,,,49,179458.jpg,1.7,Bruun Larsen,0.0,False,,a,6,90,12,1000,132,1337,125,0.4,2.4,Bruun Larsen,135,1,0,0,3,0,0,0,0,0,0,0,38,50.0,27.9,74.0,14.9,0,0.46,0.10,0.56,3.39,257.0,104.0,243.0,133.0,107.0,63.0,232.0,105.0,,,1.0,,,,0.31,0.0,0.07,0.38,2.26,2.0,240.0,156.0,148.0,63.0,264.0,122.0,587.0,225.0,0.0,0.0
208,0.0,0.0,461567,0,0,0,0,0,2,0.0,0.0,0,Owen,0.0,622,False,Season-long loan to Barnsley,2023-09-01T21:48:22.703139Z,40,461567.jpg,0.0,Dodgson,0.0,False,,u,6,90,0,467,0,2907,75,0.0,0.0,Dodgson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,507.0,193.0,491.0,190.0,467.0,178.0,512.0,193.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,667.0,200.0,444.0,160.0,515.0,192.0,545.0,200.0,0.0,0.0
209,,,550839,0,0,0,0,0,3,1.3,1.3,6,Wilson,1.8,660,False,,,50,550839.jpg,3.5,Odobert,0.0,False,,a,6,90,7,468,303,252,68,0.4,1.4,Odobert,101,1,0,0,5,0,0,0,1,0,0,0,34,48.6,24.1,42.0,11.5,1,0.26,0.71,0.97,2.85,259.0,105.0,263.0,141.0,177.0,98.0,272.0,122.0,,,,,,,0.23,0.0,0.63,0.86,2.54,4.46,214.0,136.0,177.0,79.0,98.0,40.0,656.0,264.0,0.89,0.0
210,,,247245,0,0,0,0,0,2,-0.3,-0.3,0,Hannes,0.2,674,False,,,40,247245.jpg,0.4,Delcroix,0.0,False,,a,6,90,2,2697,274,1338,126,0.0,0.5,Delcroix,229,0,0,0,10,0,0,0,1,0,0,0,35,40.6,24.6,42.0,10.7,2,0.35,0.04,0.39,5.42,281.0,110.0,261.0,84.0,175.0,38.0,279.0,99.0,,,,,,,0.14,0.0,0.02,0.16,2.13,3.93,651.0,189.0,353.0,117.0,431.0,149.0,537.0,198.0,0.79,0.0
211,100.0,100.0,447715,0,0,0,0,0,3,1.0,1.0,1,Aaron,1.5,675,False,,2023-08-31T02:00:08.799075Z,50,447715.jpg,1.4,Ramsey,0.1,False,,a,6,90,7,6360,681,3076,598,0.3,1.4,A.Ramsey,208,0,0,0,5,0,0,0,0,0,0,0,27,22.4,19.3,18.0,5.8,2,0.05,0.44,0.49,3.36,328.0,142.0,278.0,146.0,257.0,136.0,326.0,149.0,,,,,,,0.02,0.0,0.19,0.21,1.45,2.16,205.0,130.0,195.0,91.0,304.0,140.0,505.0,175.0,0.87,0.0
212,,,437757,0,0,0,0,0,3,-0.5,-0.5,0,Han-Noah,0.0,694,False,,,50,437757.jpg,0.0,Massengo,0.0,False,,a,6,90,0,165,21,110,25,0.0,0.0,Massengo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,699.0,297.0,697.0,296.0,692.0,294.0,699.0,297.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,202.0,127.0,681.0,288.0,700.0,297.0,699.0,292.0,0.0,0.0
213,,,437748,0,0,0,0,0,3,0.5,0.5,2,Mike,1.0,706,False,,,55,437748.jpg,1.7,Trésor,0.0,False,,a,6,90,5,3129,74,1738,337,0.2,0.9,M.Trésor,144,0,0,0,3,0,0,0,0,0,0,0,14,12.4,31.1,11.0,5.5,1,0.26,0.13,0.39,2.07,364.0,162.0,231.0,127.0,300.0,156.0,330.0,152.0,1.0,,,,,,0.16,0.0,0.08,0.24,1.29,1.88,114.0,71.0,245.0,114.0,266.0,124.0,581.0,220.0,0.62,0.0
214,100.0,100.0,486672,0,0,-3,3,0,3,1.5,2.5,1,Moisés,2.0,126,False,,2023-10-03T22:30:07.822883Z,47,486672.jpg,2.0,Caicedo Corozo,1.5,False,,a,7,8,12,72879,4020,243902,6391,0.4,2.6,Caicedo,453,0,0,2,4,0,0,0,1,0,0,0,68,78.0,48.1,12.0,13.5,5,0.14,0.16,0.30,4.48,196.0,79.0,181.0,107.0,288.0,148.0,251.0,113.0,,,,,,,0.03,0.0,0.03,0.06,0.89,0.79,337.0,220.0,157.0,65.0,227.0,99.0,143.0,43.0,0.99,0.4
215,,,215059,0,0,1,-1,0,1,3.8,4.8,2,Robert,4.3,145,False,,,46,215059.jpg,4.4,Sánchez,7.1,False,,a,7,8,35,612544,24031,255411,32171,0.9,7.6,Sanchez,720,0,0,3,7,0,0,0,1,0,21,4,165,190.2,0.1,0.0,19.1,8,0.00,0.00,0.00,8.28,41.0,11.0,407.0,5.0,646.0,74.0,174.0,11.0,,,,,,,0.0,2.62,0.0,0.0,1.04,0.88,338.0,13.0,49.0,3.0,47.0,5.0,54.0,10.0,1.0,0.38
216,0.0,0.0,199598,0,0,0,0,0,2,0.0,0.0,0,Ethan,0.0,185,False,Permanent transfer to Leeds Utd,2023-07-20T08:39:43.633400Z,40,199598.jpg,0.0,Ampadu,0.0,False,,u,7,8,0,0,0,781,18,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,479.0,177.0,463.0,174.0,437.0,160.0,484.0,177.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,632.0,177.0,415.0,143.0,486.0,175.0,675.0,226.0,0.0,0.0
217,0.0,0.0,109745,0,0,0,0,0,1,0.0,0.0,0,Kepa,0.0,187,False,One year loan deal to Real Madrid,2023-08-15T08:06:29.726491Z,50,109745.jpg,0.0,Arrizabalaga,0.2,False,,u,7,8,0,1775,0,81135,644,0.0,0.0,Arrizabalaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,690.0,85.0,687.0,82.0,682.0,81.0,690.0,85.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,174.0,5.0,671.0,85.0,691.0,85.0,308.0,45.0,0.0,0.0
218,0.0,0.0,54694,0,0,0,0,0,4,0.0,0.0,0,Pierre-Emerick,0.0,188,False,,2023-07-24T09:59:36.133419Z,65,54694.jpg,0.0,Aubameyang,0.0,False,,u,7,8,0,0,0,1873,38,0.0,0.0,Aubameyang,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,720.0,90.0,720.0,90.0,720.0,90.0,720.0,90.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,47.0,17.0,709.0,89.0,720.0,90.0,607.0,83.0,0.0,0.0
219,0.0,0.0,41328,0,0,0,0,0,2,0.0,0.0,0,César,0.0,189,False,Left the club as a free agent,2023-07-06T16:30:03.010661Z,45,41328.jpg,0.0,Azpilicueta,0.0,False,,u,7,8,0,0,0,96,0,0.0,0.0,Azpilicueta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,591.0,226.0,582.0,225.0,570.0,221.0,595.0,225.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,344.0,46.0,550.0,209.0,599.0,225.0,721.0,235.0,0.0,0.0
220,0.0,0.0,118335,0,0,0,0,0,2,0.0,0.0,0,Abdul Rahman,0.0,190,False,Permanent Transfer to PAOK,2023-07-13T08:07:47.494096Z,40,118335.jpg,0.0,Baba,0.0,False,,u,7,8,0,0,0,243,6,0.0,0.0,Baba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,465.0,168.0,449.0,165.0,423.0,151.0,470.0,168.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,616.0,166.0,401.0,134.0,472.0,166.0,713.0,234.0,0.0,0.0
221,75.0,25.0,242880,0,0,-1,1,0,2,-0.4,0.1,0,Benoît,0.0,191,False,Lack of match fitness - 75% chance of playing,2023-08-03T10:30:04.564668Z,44,242880.jpg,0.0,Badiashile,0.0,False,,d,7,8,0,556,67,3853,91,0.0,0.0,B.Badiashile,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,572.0,224.0,561.0,222.0,547.0,217.0,576.0,223.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,536.0,131.0,528.0,206.0,580.0,223.0,567.0,205.0,0.0,0.0
222,50.0,0.0,122074,0,0,0,0,0,1,-0.2,0.0,0,Marcus,0.0,192,False,Knee injury - 50% chance of playing,2023-08-03T10:30:04.581002Z,40,122074.jpg,0.0,Bettinelli,0.0,False,,d,7,8,0,612,42,1331,93,0.0,0.0,Bettinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,467.0,48.0,451.0,32.0,425.0,27.0,472.0,48.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,618.0,46.0,403.0,46.0,474.0,48.0,611.0,77.0,0.0,0.0
223,75.0,100.0,440323,0,0,-1,1,0,4,1.7,3.2,1,Armando,2.7,193,False,Knock - 75% chance of playing,2023-10-18T22:00:08.965956Z,49,440323.jpg,2.7,Broja,0.4,False,,d,7,8,8,56436,6354,21307,8493,0.6,1.6,Broja,120,1,0,1,1,0,0,0,0,0,0,0,26,38.4,6.1,47.0,9.0,2,0.58,0.04,0.62,1.02,284.0,33.0,352.0,47.0,161.0,39.0,293.0,42.0,,,,,,,0.44,0.0,0.03,0.47,0.76,0.75,271.0,57.0,113.0,13.0,160.0,23.0,241.0,43.0,1.5,0.75
224,25.0,25.0,180736,0,0,-2,2,0,2,-0.1,0.1,0,Trevoh,0.0,194,False,Hamstring injury - 25% chance of playing,2023-08-11T16:00:07.662192Z,43,180736.jpg,0.0,Chalobah,0.1,False,,d,7,8,0,591,49,15660,174,0.0,0.0,Chalobah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,534.0,210.0,521.0,207.0,499.0,197.0,538.0,209.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,579.0,146.0,474.0,179.0,542.0,209.0,488.0,187.0,0.0,0.0
225,0.0,0.0,172850,0,0,0,0,0,2,0.0,0.0,0,Ben,0.0,195,False,Hamstring injury - Unknown return date,2023-09-28T03:30:08.842279Z,55,172850.jpg,2.5,Chilwell,7.8,False,,i,7,8,15,2118099,267,2867105,136385,0.0,2.7,Chilwell,334,0,1,1,5,0,0,0,3,0,0,2,66,57.0,136.4,88.0,28.1,4,0.85,1.27,2.12,4.08,236.0,95.0,47.0,12.0,92.0,9.0,98.0,24.0,2.0,,3.0,,,,0.23,0.0,0.34,0.57,1.1,1.35,103.0,8.0,698.0,228.0,177.0,59.0,51.0,18.0,1.08,0.27
226,25.0,75.0,478912,0,0,-2,2,0,3,-0.1,0.4,0,Carney,0.0,196,False,Knee injury - 25% chance of playing,2023-10-18T22:00:09.030876Z,43,478912.jpg,3.0,Chukwuemeka,1.8,False,,d,7,8,6,187431,33909,284565,13200,0.0,1.4,Chukwuemeka,125,1,0,0,2,0,0,0,2,0,0,0,23,34.8,25.1,39.0,9.9,2,0.08,0.19,0.27,1.96,291.0,122.0,258.0,138.0,183.0,101.0,286.0,126.0,,,,,,,0.06,0.0,0.14,0.2,1.41,1.44,591.0,311.0,482.0,174.0,131.0,59.0,126.0,37.0,1.44,0.0
227,,,460028,0,0,1,-1,1,2,4.8,5.8,2,Levi,5.3,197,False,,,46,460028.jpg,4.1,Colwill,6.2,False,,a,7,8,33,573508,35009,261476,38390,1.2,7.2,Colwill,709,0,1,3,7,0,0,0,0,0,0,3,164,137.2,60.9,97.0,29.5,8,0.84,0.29,1.13,8.19,99.0,36.0,148.0,34.0,78.0,6.0,88.0,19.0,,,,,,,0.11,0.0,0.04,0.15,1.04,0.89,339.0,43.0,33.0,11.0,59.0,19.0,66.0,25.0,1.02,0.38
228,100.0,100.0,179268,0,0,-2,2,0,2,1.5,2.5,1,Marc,2.0,198,False,,2023-09-17T20:30:06.589342Z,48,179268.jpg,3.0,Cucurella Saseta,0.5,False,,a,7,8,6,29530,1718,44247,3342,0.4,1.2,Cucurella,180,0,0,1,1,0,0,0,2,0,0,0,36,34.6,15.6,0.0,5.1,2,0.00,0.01,0.01,1.83,292.0,112.0,297.0,99.0,654.0,232.0,336.0,115.0,,,,,,,0.0,0.0,0.0,0.0,0.92,0.5,304.0,35.0,160.0,56.0,136.0,46.0,231.0,89.0,1.0,0.5
229,,,448047,0,0,-1,1,0,3,1.8,2.8,1,Enzo,2.3,199,False,,,49,448047.jpg,1.9,Fernández,3.3,False,,a,7,8,15,240022,7114,343585,23335,0.5,3.1,Enzo,687,0,0,4,6,0,0,1,3,0,0,0,83,121.4,231.1,121.0,47.1,8,2.05,1.51,3.56,7.47,116.0,38.0,16.0,11.0,59.0,35.0,31.0,22.0,1.0,,1.0,,2.0,,0.27,0.0,0.2,0.47,0.98,0.79,273.0,177.0,132.0,54.0,245.0,110.0,98.0,30.0,1.05,0.52
230,0.0,0.0,520295,0,0,0,0,0,4,0.0,0.0,0,David Datro,0.0,200,False,Joined Union Berlin on a season-long loan - Expected back 01 Jul,2023-07-11T09:30:03.546600Z,50,520295.jpg,0.0,Fofana,0.0,False,,u,7,8,0,0,0,339,5,0.0,0.0,D.D.Fofana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,701.0,84.0,699.0,85.0,694.0,84.0,701.0,84.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,212.0,47.0,683.0,84.0,702.0,85.0,709.0,94.0,0.0,0.0
231,0.0,0.0,444463,0,0,-1,1,0,2,0.0,0.0,0,Wesley,0.0,201,False,Knee injury - Unknown return date,2023-07-18T23:30:03.865981Z,44,444463.jpg,0.0,Fofana,0.0,False,,i,7,8,0,486,39,2756,58,0.0,0.0,W.Fofana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,580.0,225.0,569.0,223.0,555.0,218.0,584.0,224.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,136.0,537.0,208.0,588.0,224.0,569.0,206.0,0.0,0.0
232,,,232787,0,0,-1,1,0,3,2.8,3.8,5,Conor,3.3,202,False,,,54,232787.jpg,2.6,Gallagher,0.4,False,,a,7,8,21,32129,2359,42462,2814,0.6,3.9,Gallagher,675,0,1,3,6,0,0,0,1,0,0,0,125,136.2,118.2,72.0,32.6,8,0.52,0.83,1.35,7.29,101.0,34.0,59.0,41.0,111.0,66.0,76.0,45.0,,,,,,,0.07,0.0,0.11,0.18,0.97,0.8,130.0,84.0,82.0,33.0,167.0,70.0,244.0,76.0,1.07,0.4
233,100.0,0.0,482609,0,0,2,-2,1,2,-1.2,0.0,0,Malo,-0.7,203,False,,2023-09-24T16:30:06.897822Z,42,482609.jpg,3.7,Gusto,7.9,False,,a,7,8,22,1634580,27405,1042143,35709,-0.2,5.2,Gusto,409,0,2,2,4,0,0,0,0,1,0,2,108,85.4,67.1,27.0,18.0,5,0.08,0.39,0.47,5.10,180.0,72.0,137.0,33.0,220.0,62.0,188.0,58.0,,,,,,,0.02,0.0,0.09,0.11,1.12,0.88,598.0,160.0,721.0,233.0,79.0,27.0,50.0,17.0,1.1,0.44
234,100.0,0.0,225796,0,0,-2,2,0,2,-0.5,0.0,0,Reece,0.0,206,False,,2023-08-17T22:00:07.196935Z,53,225796.jpg,2.0,James,3.4,False,,a,7,8,2,217820,18468,1408804,4895,0.0,0.4,James,75,0,0,0,1,0,0,0,0,0,0,0,15,11.4,35.9,3.0,5.0,1,0.03,0.42,0.45,1.23,368.0,139.0,217.0,60.0,357.0,125.0,341.0,117.0,,,2.0,,,,0.04,0.0,0.5,0.54,1.48,1.2,148.0,11.0,691.0,227.0,237.0,79.0,95.0,34.0,1.2,0.0
235,0.0,0.0,66749,0,0,-2,2,0,4,0.0,0.0,0,Romelu,0.0,207,False,Season-long loan to Roma,2023-09-01T07:24:35.377267Z,68,66749.jpg,0.0,Lukaku Bolingoli,0.3,False,,u,7,8,0,9006,0,59341,588,0.0,0.0,Lukaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,721.0,91.0,721.0,91.0,721.0,91.0,721.0,91.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,15.0,711.0,90.0,721.0,91.0,274.0,45.0,0.0,0.0
236,100.0,100.0,248857,0,0,-2,2,0,3,-0.2,0.8,0,Noni,0.3,208,False,,2023-09-17T20:30:06.633877Z,53,248857.jpg,1.0,Madueke,0.1,False,,a,7,8,3,5250,321,10441,413,0.1,0.6,Madueke,44,0,0,0,1,0,0,0,0,0,0,0,7,7.2,10.4,26.0,4.3,0,0.07,0.13,0.20,0.99,388.0,176.0,337.0,170.0,227.0,119.0,348.0,160.0,,,,,,,0.14,0.0,0.27,0.41,2.02,2.05,149.0,96.0,343.0,158.0,401.0,190.0,454.0,152.0,0.0,0.0
237,100.0,100.0,465920,0,0,-2,2,0,3,2.8,3.8,1,Mykhailo,3.3,210,False,,2023-10-03T22:30:08.137788Z,63,465920.jpg,2.1,Mudryk,1.0,False,,a,7,8,15,51365,4106,236410,6968,0.5,2.4,Mudryk,241,1,0,2,2,0,0,0,1,0,0,0,58,64.0,77.4,69.0,21.1,3,0.69,0.88,1.57,2.16,224.0,91.0,115.0,79.0,116.0,69.0,155.0,79.0,3.0,,,,,,0.26,0.0,0.33,0.59,0.81,0.75,59.0,37.0,84.0,35.0,215.0,94.0,174.0,56.0,1.12,0.75
238,75.0,100.0,517052,0,0,-1,1,0,4,1.3,2.8,6,Nicolas,2.3,211,False,Wrist Injury - 75% chance of playing,2023-10-11T10:30:08.636447Z,69,517052.jpg,2.6,Jackson,5.1,False,,d,7,8,18,1071532,10082,2076039,35344,0.3,2.6,N.Jackson,554,2,0,3,5,0,0,0,5,0,0,2,55,121.0,87.7,257.0,46.3,6,3.82,0.77,4.59,6.12,117.0,15.0,98.0,7.0,14.0,6.0,36.0,9.0,,,,,,,0.62,0.0,0.13,0.75,0.99,0.81,35.0,14.0,143.0,19.0,170.0,25.0,76.0,14.0,0.97,0.49
239,0.0,0.0,213198,0,0,-2,2,0,4,0.0,0.0,0,Christopher,0.0,212,False,Knee injury - Unknown return date,2023-08-03T09:30:04.720287Z,73,213198.jpg,0.0,Nkunku,0.5,False,,i,7,8,0,4060,379,114224,1105,0.0,0.0,Nkunku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,722.0,92.0,722.0,92.0,722.0,92.0,722.0,92.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10.0,712.0,91.0,722.0,92.0,226.0,40.0,0.0,0.0
240,0.0,0.0,176413,0,0,0,0,0,3,0.0,0.0,0,Christian,0.0,213,False,Permanent transfer to AC Milan,2023-07-14T08:03:53.480692Z,55,176413.jpg,0.0,Pulisic,0.0,False,,u,7,8,0,0,0,379,6,0.0,0.0,Pulisic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,711.0,306.0,711.0,306.0,710.0,306.0,711.0,306.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,104.0,64.0,699.0,301.0,711.0,306.0,704.0,295.0,0.0,0.0
241,,,204727,0,0,-1,1,0,2,-0.5,0.5,0,Malang,0.0,214,False,,,44,204727.jpg,0.0,Sarr,0.1,False,,a,7,8,0,2982,187,6828,298,0.0,0.0,M.Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,561.0,221.0,550.0,219.0,534.0,213.0,565.0,220.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,516.0,122.0,515.0,201.0,569.0,220.0,409.0,158.0,0.0,0.0
242,0.0,0.0,471798,0,0,0,0,0,1,0.0,0.0,0,Gabriel,0.0,215,False,Season long loan to KAS Eupen,2023-08-11T10:44:59.272960Z,40,471798.jpg,0.0,Słonina,0.0,False,,u,7,8,0,0,0,3357,71,0.0,0.0,Slonina,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,512.0,67.0,495.0,51.0,472.0,46.0,516.0,67.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,673.0,65.0,449.0,65.0,519.0,67.0,542.0,70.0,0.0,0.0
243,,,103955,0,0,0,0,2,3,5.5,6.5,16,Raheem,6.0,216,False,,,70,103955.jpg,5.6,Sterling,9.3,False,,a,7,8,45,1873498,95597,1265318,65767,0.9,6.4,Sterling,637,3,3,2,7,0,0,0,2,0,0,6,121,154.8,168.6,304.0,62.7,7,2.13,1.26,3.39,7.73,75.0,28.0,30.0,23.0,6.0,4.0,16.0,12.0,,,4.0,,,,0.3,0.0,0.18,0.48,1.09,0.99,30.0,17.0,24.0,12.0,19.0,10.0,44.0,16.0,0.99,0.28
244,,,51090,0,0,0,0,0,2,3.2,4.2,1,Thiago,3.7,217,False,,,50,51090.jpg,3.5,Emiliano da Silva,3.8,False,,a,7,8,28,213952,7550,155466,21457,0.7,5.6,T.Silva,720,0,0,3,7,0,0,0,1,0,0,2,169,202.2,55.1,32.0,29.0,8,0.10,0.21,0.31,8.28,31.0,8.0,170.0,42.0,208.0,55.0,90.0,21.0,,,,,,,0.01,0.0,0.03,0.04,1.04,0.88,168.0,20.0,66.0,23.0,97.0,35.0,86.0,32.0,1.0,0.38
