web_name,opponent_18,predicted_points_18,opponent_19,predicted_points_19,opponent_20,predicted_points_20,opponent_21,predicted_points_21,opponent_22,predicted_points_22,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Watkins,TOT,3.91,WOL,4.18,LEE,4.93,SOU,4.19,LEI,3.98,4.24,3.5,6.0,40,100.0,100.0,178301,0,0,-4,4,1,4,5.5,5.0,6,Ollie,False,,2022-09-15T13:30:06.136070Z,71,178301.jpg,Watkins,2.2,False,0,a,2,7,52,498079,12820,681974,6036,0.8,7.3,1261,3,3,3,23,0,0,0,1,0,0,3,135,247.8,174.5,553.0,97.6,14,4.8472,1.6266100000000001,6.47381,21.3125,92,8,89,9,13,8,27,8,0.0,0.0,0.0,0.0,3.0,0.0,0.34595,0.0,0.11609,0.46205,1.52111,1.64,35,17,56,8,107,14,112,18,0.99921,0.21412,12,4,18,0,1.9,1.4,2.2,2.2,22.2,35.5,109.7,117.2,128.1,89.1,10.2,18.4,112.0,43.8,27.7,79.4,29.4,36.1,152.4,75.8,133.2,110.2,9.2,19.5,121.8,44.3,28.6,81.6,0,1,90.0,1.0,2.0,15.0,14.0,0.88,4.0,337.0,84.0,0.0,1.0,4.0,0.8,6.51,9.0,16.52,11.63,36.87,4.5,8.87,14.5,27.55,13.18,48.0
Sergio Gómez,EVE,4.68,CHE,3.61,MUN,6.12,WOL,4.0,TOT,2.74,4.23,1.4,0.0,587,100.0,0.0,437468,0,0,0,0,0,2,1.0,1.0,0,Sergio,False,,0,45,437468.jpg,Gómez,0.1,False,0,a,13,43,7,36647,70,35284,193,0.0,1.6,106,0,1,0,3,0,0,0,0,0,0,0,26,44.0,32.5,18.0,9.4,0,0.1396,0.19804000000000002,0.33764,1.988,333,129,286,92,330,115,343,121,0.0,0.0,0.0,0.0,0.0,0.0,0.11853,0.0,0.16815,0.28668,1.68792,2.55,374,89,507,209,342,125,448,165,0.0,0.0,11,2,8,1,0.7,1.1,0.8,1.4,23.9,39.1,107.6,122.7,161.9,80.9,19.2,18.3,91.3,52.1,39.1,89.5,27.2,43.8,118.8,136.2,184.6,87.2,22.8,15.9,97.4,37.3,23.4,99.6,1,0,0.0,0.0,13.0,5.0,1.0,0.07,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.88,5.2,8.8,6.5,3.6,0.0,0.0,0.0,0.0,0.0,0.0
Barnes,LIV,3.98,FUL,4.22,NFO,4.28,BHA,4.53,AVL,4.14,4.23,4.5,2.0,264,100.0,100.0,201666,0,0,-1,1,0,3,1.0,2.0,2,Harvey,False,,2022-08-05T13:30:06.644219Z,69,201666.jpg,Barnes,1.7,False,0,a,10,13,63,307763,1590,344060,13020,0.3,9.1,1156,6,0,6,18,0,0,0,0,0,0,0,164,263.2,104.8,459.0,82.6,14,3.5419,0.70865,4.25055,18.5718,80,38,159,104,19,11,43,31,0.0,0.0,0.0,0.0,0.0,0.0,0.27575,0.0,0.05517,0.33093,1.4459,1.4,42,21,151,81,42,20,128,42,1.08997,0.46713,15,5,12,0,1.8,1.1,1.8,1.2,21.3,29.8,108.8,75.5,113.5,79.4,9.4,14.7,102.5,26.8,17.0,71.1,23.0,33.9,120.8,90.0,128.4,86.6,14.6,21.0,121.4,52.1,36.6,93.2,0,1,70.0,2.0,2.0,14.0,13.0,0.87,5.0,418.0,84.0,0.0,0.0,5.0,1.0,5.9,11.71,18.8,7.49,32.79,5.6,5.9,16.6,25.08,6.62,27.0
Laporte,EVE,4.25,CHE,3.26,TOT,5.81,WOL,4.83,TOT,2.83,4.2,2.2,0.0,309,100.0,100.0,146941,0,0,-2,2,0,2,1.0,1.0,0,Aymeric,False,,2022-09-16T15:00:09.357384Z,58,146941.jpg,Laporte,0.5,False,0,a,13,43,9,51265,2346,68753,1789,0.0,1.6,285,0,0,1,5,0,0,0,0,0,0,0,56,50.8,51.0,40.0,14.1,3,0.1849,0.20567,0.39057,3.947,322,125,236,67,270,81,326,112,0.0,0.0,0.0,0.0,0.0,0.0,0.05839,0.0,0.06495,0.12334,1.24642,1.58,78,8,648,231,244,87,243,87,0.94737,0.31579,11,2,8,1,0.7,1.1,0.8,1.4,23.9,39.1,107.6,122.7,161.9,80.9,19.2,18.3,91.3,52.1,39.1,89.5,27.2,43.8,118.8,136.2,184.6,87.2,22.8,15.9,97.4,37.3,23.4,99.6,1,0,0.0,8.0,6.0,4.0,3.0,0.33,3.0,270.0,90.0,0.0,2.0,3.0,0.6,3.52,14.0,12.7,12.75,10.0,3.0,4.57,18.0,16.93,16.97,12.0
Jensen,WHU,4.31,LIV,4.23,BOU,3.57,LEE,4.78,SOU,4.1,4.2,3.1,4.0,88,100.0,100.0,207283,0,0,-2,2,1,3,4.0,3.5,4,Mathias,False,,2022-10-29T19:30:07.406123Z,48,207283.jpg,Jensen,1.2,False,0,a,4,94,50,565760,1572,505030,2231,0.8,10.4,1193,1,4,4,23,0,0,0,3,0,0,3,189,230.4,352.5,64.0,64.6,16,0.6714,1.8597400000000002,2.53114,17.4674,110,46,23,18,222,125,80,54,1.0,0.0,2.0,0.0,0.0,0.0,0.05065,0.0,0.1403,0.19095,1.31774,1.74,270,164,69,31,133,59,154,51,1.20704,0.30176,18,3,19,0,0.8,1.2,0.8,1.6,23.0,31.4,100.1,97.6,117.3,88.8,21.4,16.3,102.7,35.4,24.4,95.1,29.8,39.5,141.5,119.6,134.0,117.0,20.0,15.5,100.0,31.2,24.0,96.8,0,1,66.0,0.0,2.0,16.0,15.0,0.88,5.0,354.0,71.0,0.0,1.0,4.0,0.8,4.04,11.81,14.4,22.03,4.0,2.6,3.38,9.0,9.48,20.22,4.6
Paquetá,BRE,3.22,LEE,5.42,WOL,3.92,EVE,5.05,NEW,3.39,4.2,2.8,2.0,603,100.0,100.0,224024,0,0,-1,1,0,3,2.0,1.5,2,Lucas,False,,2022-10-20T11:30:07.275631Z,59,224024.jpg,Tolentino Coelho de Lima,0.6,False,0,a,19,21,25,262723,1967,223112,2161,0.3,4.2,678,0,2,1,10,0,0,0,2,0,0,3,87,124.2,108.2,229.0,46.3,8,1.352,0.5609,1.9129,7.8387,231,98,154,102,68,42,127,80,0.0,0.0,0.0,0.0,0.0,0.0,0.17947,0.0,0.07446,0.25392,1.04054,1.33,75,38,146,78,168,76,235,76,1.06195,0.13274,1,2,4,1,1.5,1.6,1.4,2.0,23.8,39.8,117.8,122.3,159.0,88.2,16.1,18.0,99.1,49.9,30.5,87.6,26.6,45.5,135.7,129.2,191.0,97.2,15.4,21.5,107.0,61.7,46.2,87.4,0,1,90.0,3.0,2.0,9.0,8.0,0.8,3.0,270.0,90.0,2.0,0.0,3.0,1.0,5.14,9.67,13.8,12.02,25.44,2.67,5.53,12.67,18.47,20.1,16.33
Alisson,LEI,4.77,BRE,4.13,BHA,4.24,CHE,4.49,WOL,3.24,4.17,4.5,3.0,281,100.0,0.0,116535,0,0,0,0,1,1,4.0,4.0,3,Alisson,False,,0,55,116535.jpg,Ramses Becker,15.8,False,0,a,12,14,68,1135071,17715,1518173,15883,0.5,12.4,1350,0,1,4,18,0,1,0,0,0,51,7,338,468.6,10.1,0.0,47.8,15,0.0,0.01125,0.01125,21.3172,6,3,356,4,671,72,123,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.00075,0.00075,1.42115,1.2,109,2,86,12,38,5,26,3,1.0,0.26667,2,3,10,1,1.5,1.6,1.6,0.8,26.6,36.2,119.3,106.6,136.1,97.3,14.0,14.5,85.2,36.1,23.5,80.8,22.8,40.5,89.6,136.7,179.0,83.6,19.0,18.2,94.7,60.4,26.2,99.0,1,0,90.0,0.0,2.0,15.0,15.0,0.88,5.0,450.0,90.0,0.0,0.0,5.0,1.0,3.19,22.53,31.24,0.67,0.0,3.0,3.74,20.2,37.48,0.0,0.0
Botman,LEE,5.42,ARS,2.83,FUL,4.07,CRY,3.49,WHU,5.06,4.17,4.4,6.0,377,100.0,0.0,220237,0,0,-1,1,0,2,6.0,6.0,6,Sven,False,,0,44,220237.jpg,Botman,3.8,False,0,a,15,4,61,528684,31497,351735,5320,1.4,13.9,1147,0,1,7,8,0,0,0,0,0,0,4,285,212.0,68.2,130.0,41.2,13,0.3985,0.92491,1.32341,12.5526,131,43,203,52,139,16,155,36,0.0,0.0,0.0,0.0,0.0,0.0,0.03127,0.0,0.07257,0.10384,0.98495,0.63,463,119,38,13,43,9,83,30,1.02005,0.54926,10,2,11,1,1.4,1.7,2.4,2.8,26.4,36.5,129.2,100.6,135.1,96.5,13.4,13.9,85.0,30.1,23.5,70.7,35.8,53.5,188.2,137.6,209.2,134.8,9.0,17.5,98.1,47.9,29.0,73.6,1,0,90.0,0.0,4.0,14.0,13.0,0.76,5.0,426.0,85.0,0.0,0.0,5.0,1.0,2.94,20.36,15.14,4.87,9.29,4.6,2.02,20.8,15.8,2.54,1.6
Eriksen,WOL,3.97,BOU,4.63,MCI,3.22,ARS,3.58,CRY,5.44,4.17,3.9,5.0,519,100.0,100.0,80607,0,0,-2,2,1,3,5.0,5.5,5,Christian,False,,2022-10-16T22:30:07.600066Z,63,80607.jpg,Eriksen,3.2,False,0,a,14,1,55,377907,7154,563729,6045,0.8,8.7,1119,1,5,5,19,0,0,0,2,0,0,5,219,242.6,303.6,195.0,74.1,13,2.4889,2.06154,4.55044,14.6377,95,41,34,28,83,53,61,43,1.0,0.0,1.0,0.0,0.0,0.0,0.20018,0.0,0.16581,0.36599,1.17729,1.53,59,28,66,30,67,33,95,33,1.04558,0.40214,16,2,20,0,0.6,1.5,1.0,2.2,26.4,35.5,120.8,102.6,132.1,92.4,22.2,14.5,86.4,32.6,25.4,94.4,32.4,37.0,143.9,93.5,132.0,112.0,23.2,16.9,101.6,36.2,30.4,97.8,0,1,76.0,1.0,3.0,14.0,13.0,0.81,5.0,413.0,83.0,0.0,0.0,5.0,1.0,5.29,15.64,17.33,21.69,13.93,6.2,6.58,23.8,24.88,29.84,11.0
Lallana,ARS,3.74,EVE,3.9,LIV,4.9,LEI,4.31,BOU,3.89,4.15,3.3,9.0,101,100.0,100.0,39155,0,0,-1,1,1,3,8.5,9.0,9,Adam,False,,2022-10-22T21:00:07.237051Z,49,39155.jpg,Lallana,0.2,False,0,a,5,36,40,29466,2349,33880,502,1.8,8.2,551,2,1,4,6,0,0,0,0,0,0,4,128,138.6,147.9,133.0,42.2,9,0.828,1.0682399999999999,1.8962400000000001,6.3222,209,86,115,81,133,85,147,89,0.0,0.0,0.0,0.0,0.0,0.0,0.13525,0.0,0.17449,0.30973,1.03266,0.98,208,121,16,8,119,53,380,134,1.47005,0.65336,17,4,1,1,2.1,0.7,2.4,0.4,16.5,21.7,73.5,63.5,79.8,58.8,5.6,12.0,87.3,19.3,12.7,54.9,16.0,19.5,63.5,58.8,73.4,58.4,5.8,12.9,96.0,15.1,18.2,55.4,0,1,66.0,6.0,4.0,12.0,7.0,0.64,5.0,243.0,49.0,1.0,1.0,3.0,0.75,3.52,10.67,11.55,12.32,11.08,5.2,3.4,14.6,18.12,6.46,9.2
Hall,NFO,3.82,MCI,6.28,CRY,3.62,LIV,3.42,FUL,3.45,4.12,2.0,0.0,661,100.0,0.0,487838,0,0,0,0,0,3,1.0,0.5,0,Lewis,False,,0,45,487838.jpg,Hall,0.0,False,0,a,6,8,2,1864,63,953,112,0.0,0.4,72,0,0,0,1,0,0,0,0,0,0,0,8,12.8,24.5,2.0,3.9,1,0.0,0.09472,0.09472,1.029,389,168,311,157,384,182,390,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1184,0.1184,1.28625,1.25,400,217,527,200,270,109,620,251,1.25,0.0,3,2,16,0,0.6,1.9,0.8,2.0,28.5,44.2,135.0,137.8,169.2,103.5,22.4,15.0,88.5,35.8,25.8,95.6,33.6,48.1,149.0,142.0,190.8,113.6,17.8,15.7,91.4,38.7,26.8,90.4,0,1,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,8.0,12.8,24.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Neto,CRY,4.47,MUN,3.65,BRE,3.39,NFO,4.69,BHA,4.37,4.11,3.1,0.0,574,25.0,25.0,69752,0,0,0,0,1,1,0.0,-0.1,0,Norberto,False,Hamstring injury - 25% chance of playing,2022-10-25T11:30:07.951201Z,45,69752.jpg,Murara Neto,0.2,False,0,d,3,91,25,50326,36,49652,380,0.0,5.6,675,0,0,2,8,0,0,0,2,0,23,1,136,177.4,0.0,0.0,17.8,8,0.0,0.00908,0.00908,11.225,172,22,572,61,553,52,297,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06667,0.00121,0.00121,1.49667,1.07,323,16,475,66,129,20,351,43,1.06667,0.26667,6,2,7,1,0.9,1.2,0.6,1.6,23.5,33.7,98.4,103.6,135.7,83.7,18.0,15.7,87.7,38.5,30.8,85.8,31.2,35.8,118.0,103.8,136.4,107.2,24.0,14.5,85.2,30.3,29.6,103.2,1,0,0.0,5.0,4.0,8.0,7.0,0.64,1.0,45.0,45.0,5.0,0.0,0.0,0.0,2.22,17.0,22.18,0.0,0.0,1.0,0.9,6.0,8.6,0.0,0.0
Sá,MUN,3.93,AVL,4.16,WHU,4.42,MCI,3.06,LIV,4.94,4.1,4.0,3.0,478,100.0,0.0,149065,0,0,0,0,2,1,3.0,3.0,3,José,False,,0,50,149065.jpg,Malheiro de Sá,5.3,False,0,a,20,39,64,739876,2773,670438,11562,0.6,12.8,1440,0,0,4,25,0,2,0,0,0,44,6,312,381.8,0.0,0.0,38.1,16,0.0,0.011059999999999999,0.011059999999999999,21.6328,25,8,651,70,650,68,176,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.00069,0.00069,1.35205,1.56,186,7,83,11,61,8,68,13,1.0,0.25,8,3,14,1,1.4,1.2,1.6,1.0,21.8,32.2,97.8,92.9,131.0,81.2,11.8,13.6,84.3,27.3,24.2,69.6,21.4,27.9,92.5,74.0,112.2,72.6,11.0,14.9,98.2,24.8,25.8,70.2,1,0,90.0,0.0,1.0,16.0,16.0,0.94,5.0,450.0,90.0,0.0,0.0,5.0,1.0,2.38,19.5,23.86,0.0,0.0,1.6,1.86,14.0,18.8,0.0,0.0
Carvalho,LEI,3.92,BRE,3.23,BHA,4.65,CHE,4.69,WOL,3.89,4.08,2.3,0.0,296,100.0,100.0,244858,0,0,-1,1,0,3,1.0,1.0,0,Fábio,False,,2022-09-03T18:00:06.731821Z,54,244858.jpg,Freitas Gouveia Carvalho,0.5,False,0,a,12,14,25,119060,765,113724,2959,0.0,4.6,331,2,1,0,3,0,0,0,0,0,0,0,76,89.0,35.7,173.0,29.5,4,1.1111,0.24518,1.35628,4.8858,278,124,280,148,109,68,236,117,0.0,0.0,0.0,0.0,0.0,0.0,0.30211,0.0,0.06667,0.36878,1.32847,0.82,132,70,639,275,225,95,257,85,1.08761,0.0,2,3,10,1,1.5,1.6,1.6,0.8,26.6,36.2,119.3,106.6,136.1,97.3,14.0,14.5,85.2,36.1,23.5,80.8,22.8,40.5,89.6,136.7,179.0,83.6,19.0,18.2,94.7,60.4,26.2,99.0,0,1,0.0,1.0,14.0,11.0,2.0,0.12,2.0,64.0,32.0,0.0,4.0,1.0,0.2,2.68,6.91,8.09,3.25,15.73,1.5,2.6,0.5,0.8,1.55,23.5
Gomez,LEI,4.3,BRE,3.65,BHA,4.35,CHE,4.94,WOL,3.15,4.08,3.0,1.0,286,100.0,0.0,171287,0,0,0,0,1,2,2.0,2.0,1,Joseph,False,,0,45,171287.jpg,Gomez,1.4,False,0,a,12,14,39,430400,1500,342966,6497,0.2,8.7,896,0,0,4,8,0,0,0,2,0,0,5,195,186.0,27.9,15.0,23.0,9,0.1093,0.15961,0.26891,14.5601,163,56,298,101,338,119,262,88,0.0,0.0,0.0,0.0,0.0,0.0,0.01098,0.0,0.01603,0.02701,1.46251,0.8,341,71,204,70,142,43,150,51,0.90402,0.40179,2,3,10,1,1.5,1.6,1.6,0.8,26.6,36.2,119.3,106.6,136.1,97.3,14.0,14.5,85.2,36.1,23.5,80.8,22.8,40.5,89.6,136.7,179.0,83.6,19.0,18.2,94.7,60.4,26.2,99.0,1,0,11.0,0.0,8.0,13.0,9.0,0.53,5.0,284.0,57.0,0.0,2.0,3.0,0.6,1.77,15.0,14.31,2.15,1.15,1.2,1.42,8.0,11.92,1.3,0.8
Niakhaté,CHE,4.67,SOU,3.55,LEI,4.2,BOU,3.69,LEE,4.3,4.08,3.5,0.0,507,0.0,0.0,199170,0,0,-2,2,0,2,0.0,0.0,0,Moussa,False,Muscle injury - Unknown return date,2022-08-14T23:30:06.816810Z,43,199170.jpg,Niakhaté,0.0,False,0,i,16,17,7,2473,5,13344,42,0.0,1.6,160,0,0,1,2,0,0,0,0,0,0,0,26,36.0,1.0,32.0,6.9,2,0.2634,0.00496,0.26836,3.4145,347,131,402,148,291,95,361,131,0.0,0.0,0.0,0.0,0.0,0.0,0.14816,0.0,0.00279,0.15095,1.92066,1.12,521,148,418,172,99,23,508,187,1.125,0.5625,14,3,6,1,1.1,1.0,0.8,1.4,19.4,28.0,91.2,82.8,106.5,67.2,14.8,13.9,84.7,31.0,23.4,74.2,23.0,33.8,98.4,114.9,127.0,75.8,22.0,16.0,96.1,35.1,28.4,93.8,1,0,0.0,15.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.45,13.0,18.0,0.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Scamacca,BRE,3.51,LEE,4.76,WOL,3.67,EVE,5.2,NEW,3.2,4.07,2.3,0.0,529,50.0,50.0,195899,0,0,-3,3,1,4,0.0,-0.2,0,Gianluca,False,Ankle injury - 50% chance of playing,2022-12-20T01:00:07.714390Z,67,195899.jpg,Scamacca,1.0,False,0,d,19,21,30,409569,190,437941,9679,0.0,4.5,750,2,0,3,9,0,0,0,3,0,0,5,74,108.4,145.4,270.0,51.9,9,2.1046,0.4515,2.5561,8.8131,250,25,118,12,52,20,109,19,0.0,0.0,3.0,0.0,0.0,0.0,0.25255,0.0,0.05418,0.30673,1.05757,1.08,49,22,657,69,227,30,177,30,1.08,0.36,1,2,4,1,1.5,1.6,1.4,2.0,23.8,39.8,117.8,122.3,159.0,88.2,16.1,18.0,99.1,49.9,30.5,87.6,26.6,45.5,135.7,129.2,191.0,97.2,15.4,21.5,107.0,61.7,46.2,87.4,0,1,0.0,2.0,6.0,12.0,8.0,0.57,4.0,264.0,66.0,1.0,1.0,3.0,0.75,4.32,6.17,9.03,12.12,22.5,1.0,4.2,0.0,5.1,14.4,22.5
Ramsdale,BHA,4.78,NEW,4.57,TOT,3.06,MUN,4.2,EVE,3.75,4.07,4.1,3.0,15,100.0,100.0,225321,0,0,-1,1,0,1,3.5,3.5,3,Aaron,False,,2022-08-31T22:30:06.428076Z,49,225321.jpg,Ramsdale,12.4,False,0,a,1,3,61,1108933,12545,1376651,19363,0.6,12.4,1350,0,0,7,12,0,0,0,0,0,31,3,272,257.6,0.0,0.0,25.9,15,0.0,0.03207,0.03207,13.0261,83,18,648,67,645,65,252,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06667,0.00214,0.00214,0.86841,0.8,234,10,82,10,54,6,33,5,1.0,0.46667,19,3,5,0,1.5,1.2,2.4,1.8,21.0,26.3,95.1,73.0,95.7,76.6,12.4,12.0,77.1,23.7,19.0,68.2,27.6,35.9,129.1,94.9,134.8,102.8,5.4,11.3,78.2,23.6,11.4,53.6,1,0,90.0,0.0,2.0,15.0,15.0,0.88,5.0,450.0,90.0,0.0,0.0,5.0,1.0,1.73,18.13,17.17,0.0,0.0,4.6,1.48,19.0,14.72,0.0,0.0
Janelt,WHU,3.77,LIV,4.69,BOU,3.2,LEE,4.93,SOU,3.74,4.07,2.9,8.0,86,100.0,100.0,204580,0,0,0,0,0,3,8.0,7.5,8,Vitaly,False,,2022-11-09T08:00:06.558830Z,55,204580.jpg,Janelt,0.1,False,0,a,4,94,46,29820,1208,29367,322,1.5,8.4,1078,2,1,3,20,0,0,0,1,0,0,4,198,242.2,102.8,167.0,51.3,12,1.8366,0.58725,2.42385,15.3532,96,42,163,107,114,72,112,72,0.0,0.0,0.0,0.0,0.0,0.0,0.15333,0.0,0.04903,0.20236,1.28181,1.67,116,62,23,13,153,67,403,145,1.00186,0.25046,18,3,19,0,0.8,1.2,0.8,1.6,23.0,31.4,100.1,97.6,117.3,88.8,21.4,16.3,102.7,35.4,24.4,95.1,29.8,39.5,141.5,119.6,134.0,117.0,20.0,15.5,100.0,31.2,24.0,96.8,0,1,90.0,0.0,6.0,16.0,11.0,0.65,5.0,376.0,75.0,0.0,1.0,4.0,0.8,3.21,12.38,15.14,6.42,10.44,2.8,2.9,12.0,15.36,5.38,8.2
Nketiah,BHA,5.04,NEW,4.5,TOT,3.64,MUN,3.77,EVE,3.35,4.06,1.4,6.0,11,100.0,0.0,205533,0,0,-5,5,0,4,6.5,6.5,6,Eddie,False,,0,65,205533.jpg,Nketiah,2.4,False,0,a,1,3,18,330955,38022,161573,7380,0.9,2.8,231,1,0,0,2,0,0,0,0,0,0,0,45,54.8,40.6,192.0,28.4,1,1.1436,0.14575,1.28935,2.3338,318,38,263,40,89,25,243,34,0.0,0.0,0.0,0.0,0.0,0.0,0.44556,0.0,0.05679,0.50234,0.90927,0.78,55,26,54,6,349,45,105,16,0.38961,0.0,19,3,5,0,1.5,1.2,2.4,1.8,21.0,26.3,95.1,73.0,95.7,76.6,12.4,12.0,77.1,23.7,19.0,68.2,27.6,35.9,129.1,94.9,134.8,102.8,5.4,11.3,78.2,23.6,11.4,53.6,0,1,90.0,0.0,16.0,13.0,1.0,0.06,3.0,124.0,41.0,0.0,4.0,1.0,0.2,2.18,3.46,4.22,3.12,14.77,2.67,4.37,8.33,11.87,5.3,26.33
Aït-Nouri,MUN,3.25,AVL,4.14,WHU,4.85,MCI,3.1,LIV,4.96,4.06,2.6,6.0,487,100.0,100.0,448514,0,0,-3,3,0,2,6.0,6.0,6,Rayan,False,,2022-10-19T07:30:07.477531Z,42,448514.jpg,Aït-Nouri,0.9,False,0,a,20,39,29,125521,6939,215002,1390,1.4,6.9,695,1,0,3,10,1,0,0,2,0,0,0,126,131.8,106.6,120.0,36.0,7,1.0782,0.73028,1.8084799999999999,9.7851,215,85,157,34,150,19,190,46,0.0,0.0,0.0,0.0,0.0,0.0,0.13962,0.0,0.09457,0.23419,1.26714,1.29,571,175,33,8,182,58,181,65,0.90647,0.38849,8,3,14,1,1.4,1.2,1.6,1.0,21.8,32.2,97.8,92.9,131.0,81.2,11.8,13.6,84.3,27.3,24.2,69.6,21.4,27.9,92.5,74.0,112.2,72.6,11.0,14.9,98.2,24.8,25.8,70.2,1,0,31.0,0.0,10.0,11.0,7.0,0.41,2.0,47.0,24.0,0.0,5.0,0.0,0.0,3.27,11.45,11.98,9.69,10.91,3.5,4.15,8.5,23.7,0.3,17.0
Steffen,EVE,3.45,CHE,3.69,MUN,6.1,WOL,4.15,TOT,2.76,4.03,0.0,0.0,310,0.0,0.0,164484,0,0,0,0,0,1,0.0,0.0,0,Zack,False,Joined Middlesbrough on loan - Expected back 01 Jul,2022-07-19T23:00:04.232428Z,40,164484.jpg,Steffen,0.0,False,0,u,13,43,0,0,0,2304,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,497,50,485,35,440,26,498,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587,40,330,43,510,50,608,65,0.0,0.0,11,2,8,1,0.7,1.1,0.8,1.4,23.9,39.1,107.6,122.7,161.9,80.9,19.2,18.3,91.3,52.1,39.1,89.5,27.2,43.8,118.8,136.2,184.6,87.2,22.8,15.9,97.4,37.3,23.4,99.6,1,0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gazzaniga,SOU,3.15,LEI,7.65,NEW,2.94,TOT,2.58,CHE,3.7,4.0,0.0,0.0,207,0.0,0.0,102884,0,0,0,0,0,1,0.0,0.0,0,Paulo,False,Season-long loan to Girona,2022-09-02T10:43:49.391716Z,40,102884.jpg,Gazzaniga Farias,1.5,False,0,u,9,54,0,17125,0,387468,1503,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,493,47,481,32,436,23,494,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582,37,325,40,506,47,138,23,0.0,0.0,7,2,17,1,0.8,1.8,0.8,2.4,26.1,38.1,128.2,105.4,148.3,93.7,21.4,17.9,111.7,39.8,27.5,98.6,31.0,38.4,148.9,100.2,134.6,113.2,23.4,19.5,128.4,49.7,16.0,108.2,1,0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
