web_name,opponent_15,predicted_points_15,opponent_16,predicted_points_16,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Ronaldo,AVL,3.93,FUL,3.59,3.76,2.1,2.4,326,100.0,0.0,14937,0,0,-3,3,1,4,2.4,2.4,2,Cristiano Ronaldo,False,0,0,102,14937.jpg,dos Santos Aveiro,2.6,False,0.0,a,14,1,19,194971,25917,487299,7468,0.2,1.9,429,1,0,3,5,0,0,0,1,0,0,3,43,62.2,81.3,188.0,32.2,286,30,165,23,65,23,167,28,0.0,0.0,4.0,0.0,1.0,0.0,6,3,169,24,258,35,104,14,19,2,2,0,0.8,1.4,1.0,2.0,23.9,32.0,100.8,89.5,129.9,80.1,19.9,14.2,90.0,29.2,22.9,91.7,31.0,39.1,125.7,114.0,151.8,100.8,21.8,13.4,92.9,30.2,11.2,99.2,0,1,90.0,0.0,10.0,9.0,4.0,0.29,3.0,222.0,74.0,0.0,2.0,3.0,0.6,3.58,4.78,6.91,9.03,20.89,4.0,5.47,12.67,16.6,7.5,31.67
Nørgaard,NFO,4.66,MCI,2.86,3.76,3.8,0.0,79,50.0,25.0,128295,0,0,-2,2,0,3,0.2,0.0,0,Christian,False,Lack of match fitness - 50% chance of playing,2022-09-02T11:00:06.696259Z,53,128295.jpg,Nørgaard,0.1,False,0.0,d,4,94,15,24906,33,47009,256,0.0,2.8,309,1,0,1,6,0,0,0,0,0,0,1,60,75.8,29.9,73.0,17.8,271,119,270,145,178,109,267,126,0.0,0.0,0.0,0.0,0.0,0.0,148,82,638,273,80,35,407,148,20,2,16,0,0.6,2.0,0.4,1.4,28.3,45.8,137.2,144.7,176.0,104.9,23.9,15.3,86.9,38.7,27.3,98.3,28.0,49.1,119.8,166.8,205.0,94.8,25.8,15.1,81.8,39.9,28.6,102.6,0,1,0.0,10.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.45,15.0,18.95,7.48,18.25,0.0,0.0,0.0,0.0,0.0,0.0
Vardy,EVE,3.75,WHU,3.73,3.74,2.9,3.0,255,100.0,0.0,101668,0,0,-4,4,0,4,3.0,2.0,2,Jamie,False,0,0,91,101668.jpg,Vardy,2.1,False,0.0,a,10,13,38,182337,13587,489348,6263,0.3,4.2,704,1,4,3,14,0,0,0,1,0,0,2,94,134.4,68.8,147.0,34.4,182,18,176,27,99,28,152,24,0.0,0.0,0.0,0.0,1.0,0.0,9,4,118,13,156,21,118,16,13,2,8,0,0.8,0.9,0.8,1.0,21.6,37.8,97.9,124.2,157.0,73.8,17.7,18.2,87.2,52.9,41.4,85.8,24.4,40.9,102.6,144.9,163.4,81.2,23.8,18.2,79.6,53.3,48.6,104.4,0,1,70.0,0.0,6.0,13.0,8.0,0.57,5.0,210.0,42.0,0.0,3.0,2.0,0.4,2.65,7.23,10.34,5.29,11.31,3.0,2.36,8.2,11.36,4.64,8.2
Veltman,WOL,3.38,AVL,4.11,3.74,3.4,2.0,109,75.0,75.0,111478,-1,1,1,-1,2,2,1.5,1.1,0,Joël,False,Calf injury - 75% chance of playing,2022-10-22T21:00:07.249658Z,46,111478.jpg,Veltman,3.7,False,0.0,d,5,36,37,806626,405,542802,39746,0.4,8.0,914,0,0,4,13,0,0,0,1,0,0,5,178,160.0,50.4,51.0,26.2,150,55,204,52,212,47,214,59,0.0,0.0,0.0,0.0,0.0,0.0,309,54,186,68,103,32,87,30,6,2,20,0,0.4,1.4,0.6,2.0,24.9,34.5,116.5,101.1,128.4,86.6,23.0,14.2,87.8,30.6,22.8,95.5,30.8,38.2,148.9,109.0,124.6,110.0,22.2,16.2,97.3,33.8,30.4,90.6,1,0,0.0,1.0,2.0,11.0,11.0,0.85,4.0,332.0,83.0,1.0,0.0,4.0,1.0,2.38,16.18,14.55,4.58,4.64,2.5,2.7,13.0,11.8,8.32,6.75
Aurier,BRE,3.44,CRY,4.03,3.74,2.8,2.6,628,100.0,100.0,80226,0,0,0,0,0,2,2.1,1.6,0,Serge,False,0,2022-10-17T12:00:07.593781Z,45,80226.jpg,Aurier,0.1,False,0.0,a,16,17,14,7811,2259,2778,683,0.6,3.1,350,0,0,2,7,0,0,0,1,0,0,1,66,89.4,33.6,0.0,12.3,253,94,256,78,541,221,310,107,0.0,0.0,0.0,0.0,0.0,0.0,328,65,143,55,161,59,468,172,1,2,4,1,1.4,1.6,0.8,2.0,23.9,38.9,118.1,119.4,152.4,86.9,17.6,16.2,96.7,41.8,23.1,88.9,28.8,49.9,142.4,156.6,200.4,101.4,21.0,15.8,94.6,37.8,25.0,92.6,1,0,90.0,1.0,1.0,5.0,4.0,0.8,4.0,305.0,76.0,1.0,0.0,4.0,1.0,2.46,13.2,17.88,6.72,0.0,3.25,2.4,15.25,19.65,4.48,0.0
Emerson,CRY,3.73,LEI,3.76,3.74,0.9,0.4,545,100.0,0.0,109533,0,0,0,0,0,2,0.4,0.4,0,Emerson,False,0,0,40,109533.jpg,Palmieri dos Santos,2.1,False,0.0,a,19,21,6,388556,2073,229351,9857,0.1,1.5,221,0,0,0,3,0,0,0,1,0,0,0,19,12.6,17.8,32.0,6.3,373,142,311,109,268,79,349,125,0.0,0.0,0.0,0.0,0.0,0.0,570,179,319,106,438,155,115,42,14,2,7,1,0.9,1.1,1.0,1.0,21.6,33.3,95.4,103.7,134.5,78.9,16.3,15.9,88.9,39.3,30.9,81.0,22.6,34.0,98.1,109.4,134.2,79.6,18.4,14.2,97.4,20.8,23.8,89.0,1,0,0.0,0.0,11.0,7.0,2.0,0.15,2.0,64.0,32.0,0.0,4.0,1.0,0.2,0.9,2.71,1.8,2.54,4.57,1.0,0.85,1.5,2.5,1.6,4.0
Leno,MCI,3.3,MUN,4.19,3.74,3.6,5.4,2,100.0,0.0,80201,0,0,0,0,0,1,4.4,5.4,10,Bernd,False,0,0,45,80201.jpg,Leno,1.6,False,0.0,a,9,54,40,118863,4711,119642,3893,1.2,8.9,990,0,0,2,20,0,0,0,0,0,48,6,232,380.8,10.0,0.0,39.2,7,4,339,4,540,51,124,4,0.0,0.0,0.0,0.0,0.0,0.0,327,17,19,5,89,16,138,23,8,5,13,0,2.6,0.8,1.6,0.4,16.1,18.7,69.5,53.4,65.2,59.5,6.3,10.4,77.8,15.4,10.3,58.2,14.6,18.9,61.0,66.8,61.8,52.4,11.4,10.2,79.8,9.8,13.0,66.4,1,0,90.0,0.0,3.0,11.0,11.0,0.79,5.0,450.0,90.0,0.0,0.0,5.0,1.0,3.56,21.09,34.62,0.91,0.0,5.4,3.48,25.0,34.68,0.0,0.0
Johnson,CRY,4.04,LEI,3.42,3.73,2.3,2.2,471,100.0,100.0,222018,0,0,-1,1,0,2,2.2,2.2,0,Ben,False,0,2022-08-28T19:00:06.452153Z,44,222018.jpg,Johnson,0.1,False,0.0,a,19,21,16,4456,172,10834,185,0.5,3.6,487,0,0,1,5,0,0,0,0,0,0,1,88,97.6,46.3,2.0,14.7,234,88,215,55,360,134,291,97,0.0,0.0,0.0,0.0,0.0,0.0,455,122,172,63,224,84,461,169,14,2,7,1,0.9,1.1,1.0,1.0,21.6,33.3,95.4,103.7,134.5,78.9,16.3,15.9,88.9,39.3,30.9,81.0,22.6,34.0,98.1,109.4,134.2,79.6,18.4,14.2,97.4,20.8,23.8,89.0,1,0,0.0,5.0,4.0,7.0,5.0,0.56,3.0,270.0,90.0,0.0,2.0,3.0,0.6,2.1,12.57,13.94,6.61,0.29,3.67,2.83,19.0,17.33,10.2,0.67
Faes,EVE,3.33,WHU,4.13,3.73,3.7,4.2,612,100.0,0.0,218218,0,0,0,0,0,2,4.2,3.2,2,Wout,False,0,0,45,218218.jpg,Faes,0.1,False,0.0,a,10,13,26,15772,1886,6217,760,0.9,5.8,630,0,0,4,9,0,0,0,1,0,0,1,141,151.4,28.2,12.0,19.1,160,59,275,90,326,115,255,79,0.0,0.0,0.0,0.0,0.0,0.0,358,82,54,17,84,22,408,151,13,2,8,0,0.8,0.9,0.8,1.0,21.6,37.8,97.9,124.2,157.0,73.8,17.7,18.2,87.2,52.9,41.4,85.8,24.4,40.9,102.6,144.9,163.4,81.2,23.8,18.2,79.6,53.3,48.6,104.4,1,0,90.0,0.0,2.0,7.0,7.0,0.78,5.0,450.0,90.0,0.0,0.0,5.0,1.0,2.73,20.14,21.63,4.03,1.71,4.2,2.8,20.6,23.88,3.02,1.2
Lingard,BRE,3.64,CRY,3.81,3.72,2.3,1.6,527,100.0,0.0,109322,-1,1,-6,6,0,3,1.1,0.6,1,Jesse,False,0,0,54,109322.jpg,Lingard,1.5,False,0.0,a,16,17,25,180064,986,567011,6005,0.3,4.6,715,0,1,4,11,0,0,0,1,0,0,0,67,40.8,124.0,115.0,27.9,313,134,117,82,130,81,202,109,0.0,0.0,0.0,0.0,0.0,0.0,126,69,229,106,228,88,141,50,1,2,4,1,1.4,1.6,0.8,2.0,23.9,38.9,118.1,119.4,152.4,86.9,17.6,16.2,96.7,41.8,23.1,88.9,28.8,49.9,142.4,156.6,200.4,101.4,21.0,15.8,94.6,37.8,25.0,92.6,0,1,55.0,0.0,5.0,10.0,8.0,0.62,4.0,223.0,56.0,0.0,2.0,3.0,0.6,2.79,6.7,4.08,12.4,11.5,2.0,1.45,4.25,2.6,3.8,8.0
Gomez,TOT,2.35,SOU,5.1,3.72,3.5,3.2,286,100.0,0.0,171287,0,0,1,-1,1,2,3.7,4.2,1,Joseph,False,0,0,46,171287.jpg,Gomez,2.8,False,0.0,a,12,14,35,390228,3498,152682,32425,0.7,7.6,792,0,0,4,7,0,0,0,2,0,0,5,174,166.0,26.9,15.0,20.9,144,51,277,92,317,108,243,78,0.0,0.0,0.0,0.0,0.0,0.0,313,56,99,36,99,29,101,35,11,4,18,0,1.9,1.1,1.4,1.2,20.4,34.9,99.4,124.7,125.0,84.3,10.6,18.1,110.8,43.0,27.5,78.3,24.0,38.1,116.7,128.9,134.8,95.2,13.8,17.9,109.7,40.1,29.2,85.6,1,0,90.0,0.0,6.0,10.0,8.0,0.57,5.0,405.0,81.0,0.0,1.0,4.0,0.8,2.09,17.4,16.6,2.69,1.5,3.2,1.82,14.6,15.72,1.44,0.8
Kristensen,BOU,4.24,TOT,3.2,3.72,2.2,1.0,244,100.0,100.0,224209,0,0,-2,2,0,2,1.5,0.0,2,Rasmus,False,0,2022-09-03T18:00:06.668437Z,48,224209.jpg,Kristensen,0.4,False,0.0,a,11,2,22,45579,3586,68961,1395,0.2,4.6,870,0,0,2,11,0,0,0,3,0,0,0,120,165.2,89.1,56.0,31.1,145,52,154,35,205,42,177,43,0.0,0.0,0.0,0.0,0.0,0.0,279,45,273,95,243,94,267,94,12,2,3,1,0.9,2.0,1.2,1.8,25.2,40.2,116.3,128.4,156.8,94.9,25.4,19.6,100.0,51.2,44.1,111.3,21.6,39.1,103.2,121.2,166.2,87.0,26.8,24.8,129.4,58.4,59.0,124.0,1,0,90.0,2.0,2.0,10.0,10.0,0.83,4.0,353.0,88.0,0.0,1.0,4.0,0.8,3.11,12.0,16.52,8.91,5.6,1.25,3.32,11.5,19.9,9.95,3.25
Wilson-Esbrand,FUL,3.4,BRE,4.01,3.7,0.0,0.0,322,100.0,0.0,447880,0,0,-2,2,0,2,1.0,1.0,0,Josh,False,0,0,38,447880.jpg,Wilson-Esbrand,0.8,False,0.0,a,13,43,0,117618,5343,110928,6796,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,442,166,424,160,373,138,445,164,0.0,0.0,0.0,0.0,0.0,0.0,656,233,386,137,452,164,204,76,10,2,9,1,1.6,1.6,1.8,1.4,25.4,39.2,124.5,103.3,164.3,91.7,14.1,15.4,84.7,34.6,34.8,76.0,26.4,38.5,130.9,99.7,154.4,97.8,12.8,16.0,91.4,37.0,32.0,75.0,1,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palmer,FUL,3.65,BRE,3.74,3.7,1.0,0.5,316,100.0,100.0,244851,0,0,-2,2,0,3,1.5,1.5,0,Cole,False,0,2022-08-12T16:00:05.831482Z,43,244851.jpg,Palmer,0.1,False,0.0,a,13,43,7,12974,264,20414,835,0.1,1.6,99,0,0,0,2,0,0,0,0,0,0,0,25,18.8,37.7,42.0,9.9,355,157,239,135,236,129,324,146,0.0,0.0,0.0,0.0,0.0,0.0,526,272,318,147,379,163,423,155,10,2,9,1,1.6,1.6,1.8,1.4,25.4,39.2,124.5,103.3,164.3,91.7,14.1,15.4,84.7,34.6,34.8,76.0,26.4,38.5,130.9,99.7,154.4,97.8,12.8,16.0,91.4,37.0,32.0,75.0,0,1,0.0,1.0,13.0,7.0,0.0,0.0,2.0,33.0,16.0,0.0,5.0,0.0,0.0,1.41,3.57,2.69,5.39,6.0,1.0,1.65,3.0,1.7,1.45,13.0
Young,MUN,4.54,BHA,2.87,3.7,3.8,3.8,538,100.0,0.0,18892,0,0,-1,1,1,2,3.8,3.8,0,Ashley,False,0,0,44,18892.jpg,Young,1.2,False,0.0,a,2,7,34,162186,2339,58315,12289,0.9,7.7,694,1,0,3,11,0,0,0,2,0,0,5,138,156.4,132.7,37.0,32.8,156,57,104,17,255,71,164,38,3.0,0.0,0.0,0.0,0.0,0.0,418,97,66,23,74,19,158,56,15,3,14,1,1.2,1.1,1.2,0.4,21.4,32.8,96.9,98.3,133.1,81.0,11.9,13.0,77.9,27.6,24.1,68.5,17.4,23.4,62.0,69.3,102.4,52.8,14.2,16.1,92.9,41.9,26.2,85.2,1,0,90.0,0.0,5.0,9.0,8.0,0.62,5.0,450.0,90.0,0.0,0.0,5.0,1.0,3.64,15.33,17.38,14.74,4.11,3.8,3.66,14.8,21.84,10.12,4.4
Dewsbury-Hall,EVE,3.17,WHU,4.21,3.69,3.4,3.6,266,100.0,0.0,215413,0,0,0,0,0,3,3.6,2.6,1,Kiernan,False,0,0,50,215413.jpg,Dewsbury-Hall,1.0,False,0.0,a,10,13,44,277140,3435,293468,6752,0.7,8.8,989,1,3,4,17,0,0,0,1,0,0,3,173,180.2,218.6,97.0,49.7,117,51,44,35,148,93,87,60,2.0,0.0,3.0,0.0,0.0,0.0,203,116,79,28,106,43,178,58,13,2,8,0,0.8,0.9,0.8,1.0,21.6,37.8,97.9,124.2,157.0,73.8,17.7,18.2,87.2,52.9,41.4,85.8,24.4,40.9,102.6,144.9,163.4,81.2,23.8,18.2,79.6,53.3,48.6,104.4,0,1,45.0,0.0,3.0,13.0,11.0,0.79,5.0,376.0,75.0,0.0,1.0,4.0,0.8,3.82,13.31,13.86,16.82,7.46,3.6,3.88,13.2,14.44,17.14,7.2
Gibbs-White,BRE,3.43,CRY,3.92,3.68,2.4,2.8,493,100.0,100.0,222531,0,0,0,0,0,3,2.3,1.8,0,Morgan,False,0,2022-09-30T22:30:06.779756Z,55,222531.jpg,Gibbs-White,0.3,False,0.0,a,16,17,31,69217,1776,65432,2090,0.5,5.6,1040,0,2,3,24,0,0,0,2,0,0,1,108,124.4,274.9,131.0,53.2,194,79,31,24,112,70,75,51,1.0,0.0,4.0,0.0,0.0,0.0,116,63,134,52,217,84,318,114,1,2,4,1,1.4,1.6,0.8,2.0,23.9,38.9,118.1,119.4,152.4,86.9,17.6,16.2,96.7,41.8,23.1,88.9,28.8,49.9,142.4,156.6,200.4,101.4,21.0,15.8,94.6,37.8,25.0,92.6,0,1,55.0,0.0,2.0,13.0,12.0,0.86,5.0,414.0,83.0,0.0,0.0,5.0,1.0,4.09,8.31,9.57,21.15,10.08,2.8,3.84,8.4,11.0,19.2,8.0
Fornals,CRY,3.62,LEI,3.74,3.68,2.5,1.2,469,100.0,0.0,217593,0,0,-4,4,1,3,1.2,1.2,1,Pablo,False,0,0,51,217593.jpg,Fornals Malla,0.5,False,0.0,a,19,21,30,74199,432,158855,3288,0.2,5.9,760,1,0,1,9,0,0,0,0,0,0,3,125,106.8,125.5,77.0,30.8,217,93,111,80,172,105,180,101,3.0,0.0,0.0,0.0,0.0,0.0,178,105,256,117,204,76,243,80,14,2,7,1,0.9,1.1,1.0,1.0,21.6,33.3,95.4,103.7,134.5,78.9,16.3,15.9,88.9,39.3,30.9,81.0,22.6,34.0,98.1,109.4,134.2,79.6,18.4,14.2,97.4,20.8,23.8,89.0,0,1,13.0,0.0,4.0,12.0,10.0,0.71,4.0,165.0,41.0,0.0,3.0,2.0,0.4,2.57,10.42,8.9,10.46,6.42,1.5,1.2,8.5,2.2,8.45,1.5
Paquetá,CRY,3.89,LEI,3.45,3.67,2.8,2.0,603,50.0,0.0,224024,0,0,-1,1,0,3,1.0,0.0,0,Lucas,False,Shoulder injury - 50% chance of playing,2022-10-20T11:30:07.275631Z,59,224024.jpg,Tolentino Coelho de Lima,0.6,False,0.0,d,19,21,17,240828,132,202288,13489,0.3,2.9,408,0,1,1,4,0,0,0,1,0,0,3,49,68.8,47.9,180.0,29.7,279,122,209,126,68,42,191,106,0.0,0.0,0.0,0.0,0.0,0.0,77,39,199,85,174,68,236,74,14,2,7,1,0.9,1.1,1.0,1.0,21.6,33.3,95.4,103.7,134.5,78.9,16.3,15.9,88.9,39.3,30.9,81.0,22.6,34.0,98.1,109.4,134.2,79.6,18.4,14.2,97.4,20.8,23.8,89.0,0,1,0.0,3.0,2.0,6.0,5.0,0.71,2.0,169.0,84.0,3.0,0.0,2.0,1.0,4.95,8.17,11.47,7.98,30.0,5.0,9.8,14.5,16.3,18.3,63.5
Maupay,LEI,4.15,BOU,3.18,3.66,2.4,1.2,110,100.0,0.0,115382,0,0,-4,4,1,4,1.2,1.2,1,Neal,False,0,0,61,115382.jpg,Maupay,0.6,False,0.0,a,8,11,19,95662,3161,142313,5030,0.2,3.1,447,1,0,2,4,0,0,0,1,0,0,3,48,44.2,54.4,158.0,25.5,308,36,198,29,84,25,218,31,0.0,0.0,0.0,0.0,0.0,0.0,64,28,261,33,219,30,234,38,9,2,10,1,1.5,1.8,1.4,0.6,27.3,36.3,123.7,108.1,130.9,99.2,12.7,13.6,79.9,30.7,24.9,76.4,22.4,35.5,78.0,129.5,147.2,73.8,16.0,14.8,85.1,34.8,28.0,89.0,0,1,4.0,0.0,9.0,8.0,5.0,0.36,5.0,181.0,36.0,0.0,3.0,2.0,0.4,3.19,6.0,5.52,6.8,19.75,1.2,0.24,2.6,0.56,0.94,1.2
Van Dijk,TOT,2.39,SOU,4.92,3.66,3.6,3.8,280,100.0,0.0,97032,0,0,0,0,1,2,4.3,4.8,1,Virgil,False,0,0,65,97032.jpg,van Dijk,14.5,False,0.0,a,12,14,43,852009,15319,1086580,83967,0.6,6.6,1080,1,0,4,15,0,0,0,1,0,0,3,221,263.4,34.7,183.0,48.2,53,12,254,77,66,3,94,14,0.0,0.0,0.0,0.0,0.0,0.0,54,4,73,26,93,26,25,7,11,4,18,0,1.9,1.1,1.4,1.2,20.4,34.9,99.4,124.7,125.0,84.3,10.6,18.1,110.8,43.0,27.5,78.3,24.0,38.1,116.7,128.9,134.8,95.2,13.8,17.9,109.7,40.1,29.2,85.6,1,0,90.0,0.0,2.0,12.0,12.0,0.86,5.0,450.0,90.0,0.0,0.0,5.0,1.0,4.02,18.42,21.95,2.89,15.25,3.8,3.24,17.8,20.4,1.84,10.0
Lewis,FUL,3.13,BRE,4.18,3.66,1.0,0.2,573,100.0,0.0,477064,0,0,-1,1,0,2,1.2,1.2,0,Rico,False,0,0,39,477064.jpg,Lewis,0.1,False,0.0,a,13,43,3,14088,383,12452,519,0.1,0.8,35,0,0,0,0,0,0,0,0,0,0,0,9,9.8,2.8,2.0,1.5,381,144,369,134,356,130,397,145,0.0,0.0,0.0,0.0,0.0,0.0,648,227,348,116,356,128,411,153,10,2,9,1,1.6,1.6,1.8,1.4,25.4,39.2,124.5,103.3,164.3,91.7,14.1,15.4,84.7,34.6,34.8,76.0,26.4,38.5,130.9,99.7,154.4,97.8,12.8,16.0,91.4,37.0,32.0,75.0,1,0,0.0,0.0,13.0,3.0,0.0,0.0,1.0,12.0,12.0,0.0,5.0,0.0,0.0,0.5,3.0,3.27,0.93,0.67,1.0,0.5,3.0,2.4,0.7,2.0
A.Armstrong,NEW,3.47,LIV,3.86,3.66,2.6,1.6,408,100.0,100.0,155511,0,0,0,0,0,4,1.6,1.6,0,Adam,False,0,2022-10-06T13:30:07.187553Z,55,155511.jpg,Armstrong,1.0,False,0.0,a,17,20,31,230966,3477,221276,8622,0.3,5.6,783,1,1,1,13,0,0,0,0,0,0,3,91,108.4,108.5,149.0,36.1,213,21,129,15,94,27,145,23,0.0,0.0,0.0,0.0,0.0,0.0,111,40,231,26,192,26,176,27,7,3,15,1,1.7,0.7,2.4,0.4,18.3,30.1,92.3,88.6,119.8,69.2,12.1,13.9,87.7,29.5,21.6,73.4,14.6,24.5,64.0,83.3,99.0,54.8,11.6,13.8,82.9,30.0,25.0,77.2,0,1,0.0,1.0,4.0,12.0,9.0,0.69,4.0,297.0,74.0,0.0,1.0,4.0,0.8,3.01,7.58,9.03,9.04,12.42,2.0,2.28,5.5,5.45,11.82,5.5
Ward-Prowse,NEW,3.82,LIV,3.51,3.66,2.8,2.2,407,100.0,0.0,101178,-1,1,-3,3,0,3,2.2,2.2,2,James,False,0,0,62,101178.jpg,Ward-Prowse,5.2,False,0.0,a,17,20,37,709889,1815,1090572,31678,0.4,6.0,1170,1,1,1,20,0,0,0,2,0,0,4,209,222.8,408.2,76.0,70.6,75,30,5,4,174,106,33,24,1.0,0.0,1.0,0.0,1.0,0.0,62,31,180,72,175,69,65,20,7,3,15,1,1.7,0.7,2.4,0.4,18.3,30.1,92.3,88.6,119.8,69.2,12.1,13.9,87.7,29.5,21.6,73.4,14.6,24.5,64.0,83.3,99.0,54.8,11.6,13.8,82.9,30.0,25.0,77.2,0,1,90.0,0.0,1.0,13.0,13.0,0.93,5.0,450.0,90.0,0.0,0.0,5.0,1.0,5.43,16.08,17.14,31.4,5.85,2.2,3.48,14.0,11.28,23.12,0.4
Cox,NFO,4.49,MCI,2.8,3.64,0.0,0.0,633,100.0,0.0,503300,0,0,0,0,0,1,0.5,0.0,0,Matthew,False,0,0,40,503300.jpg,Cox,0.0,False,0.0,a,4,94,0,3490,282,1658,217,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,513,62,498,47,450,38,517,62,0.0,0.0,0.0,0.0,0.0,0.0,610,54,463,60,524,61,550,59,20,2,16,0,0.6,2.0,0.4,1.4,28.3,45.8,137.2,144.7,176.0,104.9,23.9,15.3,86.9,38.7,27.3,98.3,28.0,49.1,119.8,166.8,205.0,94.8,25.8,15.1,81.8,39.9,28.6,102.6,1,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis,BRE,3.12,CRY,4.17,3.64,1.8,2.0,585,100.0,100.0,230251,0,0,-2,2,0,4,1.5,1.0,1,Emmanuel,False,0,2022-09-21T12:00:06.643864Z,58,230251.jpg,Dennis,0.1,False,0.0,a,16,17,14,39490,1315,36052,929,0.3,2.4,261,1,0,0,9,0,0,0,2,0,0,2,25,38.2,32.4,93.0,16.1,320,38,262,39,153,38,280,38,0.0,0.0,2.0,0.0,0.0,0.0,81,31,198,25,296,38,414,58,1,2,4,1,1.4,1.6,0.8,2.0,23.9,38.9,118.1,119.4,152.4,86.9,17.6,16.2,96.7,41.8,23.1,88.9,28.8,49.9,142.4,156.6,200.4,101.4,21.0,15.8,94.6,37.8,25.0,92.6,0,1,34.0,1.0,9.0,8.0,2.0,0.18,3.0,173.0,58.0,0.0,3.0,2.0,0.4,2.01,3.12,4.78,4.05,11.62,3.33,2.63,7.67,11.93,5.23,9.67
Yates,BRE,3.73,CRY,3.53,3.63,2.5,2.2,387,100.0,100.0,204968,0,0,0,0,0,3,1.7,1.2,2,Ryan,False,0,2022-08-04T17:30:05.670028Z,50,204968.jpg,Yates,0.0,False,0.0,a,16,17,27,4501,418,6054,258,0.4,5.4,852,0,2,2,21,0,0,0,1,0,0,0,100,136.8,46.1,173.0,35.5,175,71,217,129,75,47,147,88,0.0,0.0,0.0,0.0,0.0,0.0,198,113,176,68,201,74,514,203,1,2,4,1,1.4,1.6,0.8,2.0,23.9,38.9,118.1,119.4,152.4,86.9,17.6,16.2,96.7,41.8,23.1,88.9,28.8,49.9,142.4,156.6,200.4,101.4,21.0,15.8,94.6,37.8,25.0,92.6,0,1,90.0,2.0,3.0,11.0,9.0,0.75,5.0,450.0,90.0,0.0,0.0,5.0,1.0,3.23,9.09,12.44,4.19,15.73,2.2,2.66,7.2,17.0,1.3,8.2
