web_name,opponent_15,predicted_points_15,opponent_16,predicted_points_16,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Turner,CHE,2.6,WOL,2.65,2.62,0.0,0.0,24,50.0,75.0,224068,0,0,-1,1,0,1,0.0,0.8,0,Matt,False,Groin Injury - 50% chance of playing,2022-10-27T22:30:07.060057Z,39,224068.jpg,Turner,1.5,False,0.0,d,1,3,0,137901,1218,116671,6053,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,463,40,445,23,395,14,466,40,0.0,0.0,0.0,0.0,0.0,0.0,641,67,409,37,473,39,144,24,16,4,6,0,1.2,1.1,1.4,1.0,19.1,28.0,93.5,78.7,108.3,67.9,12.1,13.6,83.2,31.9,20.9,66.8,19.2,34.7,88.9,104.9,154.4,63.8,16.2,15.6,96.0,46.8,13.2,84.4,1,0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tavares,CHE,2.81,WOL,2.42,2.62,0.0,0.0,17,0.0,0.0,437626,0,0,0,0,0,2,0.0,0.0,0,Nuno,False,Joined Marseille on loan - Expected back 01 Jul,2022-07-31T21:00:04.269675Z,45,437626.jpg,Varela Tavares,0.0,False,0.0,u,1,3,0,0,0,1911,10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,585,227,581,227,566,226,589,227,0.0,0.0,0.0,0.0,0.0,0.0,379,92,565,224,594,227,611,224,16,4,6,0,1.2,1.1,1.4,1.0,19.1,28.0,93.5,78.7,108.3,67.9,12.1,13.6,83.2,31.9,20.9,66.8,19.2,34.7,88.9,104.9,154.4,63.8,16.2,15.6,96.0,46.8,13.2,84.4,1,0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colback,BRE,2.66,CRY,2.59,2.62,1.3,0.0,381,0.0,0.0,58771,-1,1,-3,3,1,3,0.0,0.0,0,Jack,False,Back injury - Unknown return date,2022-10-07T17:30:06.999588Z,42,58771.jpg,Colback,0.7,False,0.0,i,16,17,4,107721,1368,195278,5470,0.0,1.0,125,0,0,0,4,0,0,0,0,0,0,0,23,18.6,16.1,0.0,3.5,356,158,316,160,460,180,372,168,0.0,0.0,0.0,0.0,0.0,0.0,539,281,472,175,331,148,223,70,1,2,4,1,1.4,1.6,0.8,2.0,23.9,38.9,118.1,119.4,152.4,86.9,17.6,16.2,96.7,41.8,23.1,88.9,28.8,49.9,142.4,156.6,200.4,101.4,21.0,15.8,94.6,37.8,25.0,92.6,0,1,0.0,7.0,6.0,3.0,1.0,0.14,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.17,7.67,6.2,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Marí,CHE,2.81,WOL,2.42,2.62,0.0,0.0,20,0.0,0.0,92371,0,0,0,0,0,2,0.0,0.0,0,Pablo,False,Season-long loan to Monza,2022-08-12T14:22:56.974936Z,45,92371.jpg,Marí Villar,0.0,False,0.0,u,1,3,0,162,0,4068,15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,565,224,560,224,543,222,570,224,0.0,0.0,0.0,0.0,0.0,0.0,331,67,544,220,575,224,587,216,16,4,6,0,1.2,1.1,1.4,1.0,19.1,28.0,93.5,78.7,108.3,67.9,12.1,13.6,83.2,31.9,20.9,66.8,19.2,34.7,88.9,104.9,154.4,63.8,16.2,15.6,96.0,46.8,13.2,84.4,1,0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sousa,CHE,2.81,WOL,2.42,2.62,0.0,0.0,631,100.0,0.0,514315,0,0,0,0,0,2,0.0,1.0,0,Lino,False,0,0,40,514315.jpg,Sousa,0.0,False,0.0,a,1,3,0,3942,254,2461,349,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,515,205,500,200,452,181,519,204,0.0,0.0,0.0,0.0,0.0,0.0,612,205,465,181,526,204,510,186,16,4,6,0,1.2,1.1,1.4,1.0,19.1,28.0,93.5,78.7,108.3,67.9,12.1,13.6,83.2,31.9,20.9,66.8,19.2,34.7,88.9,104.9,154.4,63.8,16.2,15.6,96.0,46.8,13.2,84.4,1,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dembélé,LEE,2.47,EVE,2.76,2.62,1.0,0.2,74,100.0,0.0,244085,0,0,-3,3,0,3,-0.3,-0.8,0,Siriki,False,0,0,47,244085.jpg,Dembélé,0.1,False,0.0,a,3,91,1,3440,82,9281,224,0.0,0.2,7,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.5,0.0,0.5,407,178,396,188,602,251,420,184,0.0,0.0,0.0,0.0,0.0,0.0,302,185,370,166,407,182,447,170,18,2,11,0,1.1,1.4,1.0,1.8,23.9,33.1,114.7,94.1,122.7,86.9,14.4,13.4,83.1,29.3,21.6,70.4,32.0,41.0,143.7,114.2,152.6,109.4,20.4,15.7,101.2,32.6,22.4,91.4,0,1,0.0,0.0,14.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,5.0,0.0,0.0,0.5,3.0,4.0,0.5,0.0,1.0,0.5,3.0,4.0,0.5,0.0
Fábio Vieira,CHE,3.05,WOL,2.19,2.62,2.3,1.0,25,100.0,100.0,438098,0,0,-3,3,1,3,1.0,2.0,1,Fábio,False,0,2022-08-04T15:00:05.309562Z,57,438098.jpg,Ferreira Vieira,0.1,False,0.0,a,1,3,16,16617,199,24734,813,0.2,2.8,168,1,0,1,1,0,0,0,0,0,0,2,45,56.6,48.4,57.0,16.2,295,127,208,125,202,122,278,129,0.0,0.0,0.0,0.0,0.0,0.0,95,50,276,126,231,91,390,140,16,4,6,0,1.2,1.1,1.4,1.0,19.1,28.0,93.5,78.7,108.3,67.9,12.1,13.6,83.2,31.9,20.9,66.8,19.2,34.7,88.9,104.9,154.4,63.8,16.2,15.6,96.0,46.8,13.2,84.4,0,1,27.0,2.0,11.0,7.0,1.0,0.08,4.0,52.0,13.0,0.0,5.0,0.0,0.0,2.31,6.43,8.09,6.91,8.14,1.0,1.17,1.75,2.0,4.22,5.5
Bella-Kotchap,NEW,1.98,LIV,3.24,2.61,1.7,0.2,423,50.0,0.0,477386,0,0,0,0,0,2,0.1,0.0,0,Armel,False,Shoulder Dislocation - 50% chance of playing,2022-10-16T22:30:07.476844Z,45,477386.jpg,Bella-Kotchap,0.2,False,0.0,d,17,20,15,30745,28,29612,1022,0.0,3.3,761,0,1,0,13,0,0,0,1,0,0,0,109,148.8,15.9,73.0,23.9,162,61,317,111,175,30,226,66,0.0,0.0,0.0,0.0,0.0,0.0,392,94,367,131,304,111,373,138,7,3,15,1,1.7,0.7,2.4,0.4,18.3,30.1,92.3,88.6,119.8,69.2,12.1,13.9,87.7,29.5,21.6,73.4,14.6,24.5,64.0,83.3,99.0,54.8,11.6,13.8,82.9,30.0,25.0,77.2,1,0,0.0,4.0,2.0,9.0,8.0,0.8,2.0,131.0,66.0,4.0,0.0,1.0,1.0,2.66,12.11,16.53,1.77,8.11,0.5,2.25,10.5,13.7,0.2,8.5
Coutinho,MUN,3.1,BHA,2.11,2.6,1.5,1.0,29,100.0,100.0,84583,0,0,-4,4,0,3,1.0,1.0,1,Philippe,False,0,2022-08-30T12:30:06.485567Z,66,84583.jpg,Coutinho Correia,3.6,False,0.0,a,2,7,18,206716,1153,1392740,10312,0.2,2.7,565,0,0,3,5,0,0,0,2,0,0,0,56,54.2,108.1,174.0,33.6,299,129,130,88,74,46,158,93,5.0,0.0,1.0,0.0,2.0,0.0,51,25,278,127,321,142,89,32,15,3,14,1,1.2,1.1,1.2,0.4,21.4,32.8,96.9,98.3,133.1,81.0,11.9,13.0,77.9,27.6,24.1,68.5,17.4,23.4,62.0,69.3,102.4,52.8,14.2,16.1,92.9,41.9,26.2,85.2,0,1,29.0,0.0,8.0,12.0,6.0,0.43,4.0,128.0,32.0,0.0,4.0,1.0,0.2,2.8,4.67,4.52,9.01,14.5,1.25,1.18,3.5,2.1,4.0,5.5
Ream,MCI,1.51,MUN,3.68,2.6,2.2,3.2,201,100.0,0.0,82514,0,0,0,0,0,2,2.2,3.2,6,Tim,False,0,0,45,82514.jpg,Ream,0.1,False,0.0,a,9,54,29,19652,744,19616,766,0.7,6.4,1167,0,0,3,22,0,0,0,1,0,0,2,218,226.8,15.5,12.0,25.6,72,21,320,114,325,114,217,62,0.0,0.0,0.0,0.0,0.0,0.0,329,66,96,33,241,93,381,142,8,5,13,0,2.6,0.8,1.6,0.4,16.1,18.7,69.5,53.4,65.2,59.5,6.3,10.4,77.8,15.4,10.3,58.2,14.6,18.9,61.0,66.8,61.8,52.4,11.4,10.2,79.8,9.8,13.0,66.4,1,0,90.0,0.0,1.0,13.0,13.0,0.93,5.0,450.0,90.0,0.0,0.0,5.0,1.0,1.97,16.77,17.45,1.19,0.92,3.2,2.02,19.4,17.32,1.46,1.2
Kamara,MUN,3.32,BHA,1.86,2.59,1.7,0.0,53,0.0,0.0,226944,0,0,-2,2,0,3,0.0,0.0,0,Boubacar,False,Knee injury - Expected back 26 Dec,2022-09-17T01:30:06.256487Z,48,226944.jpg,Kamara,0.1,False,0.0,i,2,7,12,11111,9,22555,227,0.0,2.5,566,0,0,0,10,0,0,0,1,0,0,0,70,100.0,33.5,5.0,13.8,227,100,257,141,349,170,304,138,0.0,0.0,0.0,0.0,0.0,0.0,280,171,612,254,306,132,435,163,15,3,14,1,1.2,1.1,1.2,0.4,21.4,32.8,96.9,98.3,133.1,81.0,11.9,13.0,77.9,27.6,24.1,68.5,17.4,23.4,62.0,69.3,102.4,52.8,14.2,16.1,92.9,41.9,26.2,85.2,0,1,0.0,7.0,1.0,7.0,6.0,0.86,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.97,10.0,14.29,4.79,0.71,0.0,0.0,0.0,0.0,0.0,0.0
Forss,NFO,2.89,MCI,2.27,2.58,0.0,0.0,97,0.0,0.0,216620,0,0,0,0,0,4,0.0,0.0,0,Marcus,False,Transferred to Middlesbrough,2022-07-28T16:30:04.354162Z,45,216620.jpg,Forss,0.1,False,0.0,u,4,94,0,0,0,12284,121,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,575,57,570,57,555,58,580,59,0.0,0.0,0.0,0.0,0.0,0.0,357,58,554,54,585,59,489,65,20,2,16,0,0.6,2.0,0.4,1.4,28.3,45.8,137.2,144.7,176.0,104.9,23.9,15.3,86.9,38.7,27.3,98.3,28.0,49.1,119.8,166.8,205.0,94.8,25.8,15.1,81.8,39.9,28.6,102.6,0,1,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurzawa,MCI,1.95,MUN,3.19,2.57,0.0,0.0,613,75.0,0.0,89068,-1,1,-2,2,0,2,-0.8,0.0,0,Layvin,False,Lack of match fitness - 75% chance of playing,2022-10-04T09:00:07.282349Z,43,89068.jpg,Kurzawa,0.0,False,0.0,d,9,54,0,6449,35,5978,141,0.0,0.0,45,0,0,0,3,0,0,0,0,0,0,0,3,6.0,0.0,0.0,0.6,399,150,519,212,480,199,414,153,0.0,0.0,0.0,0.0,0.0,0.0,492,135,484,193,539,212,554,201,8,5,13,0,2.6,0.8,1.6,0.4,16.1,18.7,69.5,53.4,65.2,59.5,6.3,10.4,77.8,15.4,10.3,58.2,14.6,18.9,61.0,66.8,61.8,52.4,11.4,10.2,79.8,9.8,13.0,66.4,1,0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.6,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robinson,MCI,1.88,MUN,3.23,2.55,2.2,2.8,217,100.0,100.0,169528,0,0,-1,1,0,2,1.8,2.8,6,Antonee,False,0,2022-09-03T18:00:06.609846Z,44,169528.jpg,Robinson,0.1,False,0.0,a,9,54,24,13561,693,17302,477,0.6,5.5,928,0,0,3,14,0,0,0,3,0,0,0,162,182.6,124.5,21.0,32.9,113,38,116,23,297,95,162,37,0.0,0.0,0.0,0.0,0.0,0.0,441,113,122,46,237,90,395,145,8,5,13,0,2.6,0.8,1.6,0.4,16.1,18.7,69.5,53.4,65.2,59.5,6.3,10.4,77.8,15.4,10.3,58.2,14.6,18.9,61.0,66.8,61.8,52.4,11.4,10.2,79.8,9.8,13.0,66.4,1,0,90.0,4.0,0.0,11.0,10.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,2.99,14.73,16.6,11.32,1.91,2.8,3.32,17.8,16.24,13.04,4.0
Bryan,LIV,3.08,LEE,2.02,2.55,1.0,0.2,554,100.0,100.0,436234,0,0,0,0,0,3,-0.3,1.2,1,Bryan,False,0,2022-08-26T14:30:06.352925Z,50,436234.jpg,Gil Salvatierra,0.0,False,0.0,a,18,6,1,1874,105,3159,147,0.0,0.2,6,0,0,0,0,0,0,0,0,0,0,0,5,2.0,1.5,2.0,0.6,422,188,383,183,368,178,416,182,0.0,0.0,0.0,0.0,0.0,0.0,206,119,377,171,422,194,549,223,3,4,12,1,1.6,1.1,1.0,1.2,21.3,29.2,107.7,72.9,111.9,77.6,9.9,13.0,102.2,18.0,9.4,69.1,23.6,40.0,130.2,98.7,170.8,87.6,16.0,15.0,111.5,23.1,14.4,90.0,0,1,6.0,2.0,11.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,5.0,0.0,0.0,0.6,5.0,2.0,1.5,2.0,1.0,0.6,5.0,2.0,1.5,2.0
Allan,LEI,3.15,BOU,1.92,2.54,0.0,0.0,183,0.0,0.0,119765,0,0,-2,2,0,3,0.0,0.0,0,Allan,False,Trasferred to Al Wahda,2022-09-27T07:53:15.044504Z,48,119765.jpg,Marques Loureiro,0.1,False,0.0,u,8,11,0,4852,0,15603,150,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,620,258,616,260,606,255,622,259,0.0,0.0,0.0,0.0,0.0,0.0,262,159,605,248,625,263,466,181,9,2,10,1,1.5,1.8,1.4,0.6,27.3,36.3,123.7,108.1,130.9,99.2,12.7,13.6,79.9,30.7,24.9,76.4,22.4,35.5,78.0,129.5,147.2,73.8,16.0,14.8,85.1,34.8,28.0,89.0,0,1,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Townsend,LEI,3.15,BOU,1.92,2.54,0.0,0.0,179,0.0,0.0,60252,0,0,-1,1,0,3,0.0,0.0,0,Andros,False,Knee injury - Expected back 26 Dec,2022-07-05T15:30:04.167286Z,54,60252.jpg,Townsend,0.0,False,0.0,i,8,11,0,608,17,828,25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,649,280,648,280,646,280,649,280,0.0,0.0,3.0,0.0,2.0,0.0,122,66,643,277,648,280,618,256,9,2,10,1,1.5,1.8,1.4,0.6,27.3,36.3,123.7,108.1,130.9,99.2,12.7,13.6,79.9,30.7,24.9,76.4,22.4,35.5,78.0,129.5,147.2,73.8,16.0,14.8,85.1,34.8,28.0,89.0,0,1,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Archer,MUN,3.25,BHA,1.84,2.54,1.0,0.6,54,100.0,100.0,433979,0,0,-2,2,0,4,0.6,0.6,0,Cameron,False,0,2022-08-30T12:30:06.507496Z,43,433979.jpg,Archer,2.8,False,0.0,a,2,7,5,261455,6718,692006,12304,0.1,1.2,36,0,0,0,1,0,0,0,0,0,0,0,11,1.6,2.4,6.0,0.9,425,53,375,52,342,54,406,54,0.0,0.0,0.0,0.0,0.0,0.0,527,70,298,41,380,48,100,13,15,3,14,1,1.2,1.1,1.2,0.4,21.4,32.8,96.9,98.3,133.1,81.0,11.9,13.0,77.9,27.6,24.1,68.5,17.4,23.4,62.0,69.3,102.4,52.8,14.2,16.1,92.9,41.9,26.2,85.2,0,1,0.0,1.0,13.0,5.0,0.0,0.0,3.0,27.0,9.0,0.0,5.0,0.0,0.0,0.18,2.2,0.32,0.48,1.2,1.0,0.2,1.67,0.47,0.3,1.33
Warrington,LEI,3.15,BOU,1.92,2.54,0.0,0.0,561,0.0,0.0,461453,0,0,-1,1,0,3,0.0,0.0,0,Lewis,False,Season-long loan to Fleetwood Town,2022-09-02T11:12:09.144589Z,44,461453.jpg,Warrington,0.1,False,0.0,u,8,11,0,18771,0,18150,308,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,555,212,549,217,527,207,560,215,0.0,0.0,0.0,0.0,0.0,0.0,475,252,533,199,566,222,442,168,9,2,10,1,1.5,1.8,1.4,0.6,27.3,36.3,123.7,108.1,130.9,99.2,12.7,13.6,79.9,30.7,24.9,76.4,22.4,35.5,78.0,129.5,147.2,73.8,16.0,14.8,85.1,34.8,28.0,89.0,0,1,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mills,LEI,3.15,BOU,1.92,2.54,0.0,0.0,560,100.0,0.0,510328,0,0,-1,1,0,3,0.0,0.0,0,Stanley,False,0,0,44,510328.jpg,Mills,0.0,False,0.0,a,8,11,0,3079,74,3089,121,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,561,216,555,221,533,211,566,219,0.0,0.0,0.0,0.0,0.0,0.0,481,256,539,203,572,226,547,221,9,2,10,1,1.5,1.8,1.4,0.6,27.3,36.3,123.7,108.1,130.9,99.2,12.7,13.6,79.9,30.7,24.9,76.4,22.4,35.5,78.0,129.5,147.2,73.8,16.0,14.8,85.1,34.8,28.0,89.0,0,1,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gbamin,LEI,3.15,BOU,1.92,2.54,0.0,0.0,187,0.0,0.0,160987,0,0,0,0,0,3,0.0,0.0,0,Jean-Philippe,False,Season-long loan to Trabzonspor,2022-08-27T07:45:42.248796Z,45,160987.jpg,Gbamin,0.0,False,0.0,u,8,11,0,1426,0,4930,38,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,570,220,565,224,550,216,575,223,0.0,0.0,0.0,0.0,0.0,0.0,342,194,549,207,580,229,573,235,9,2,10,1,1.5,1.8,1.4,0.6,27.3,36.3,123.7,108.1,130.9,99.2,12.7,13.6,79.9,30.7,24.9,76.4,22.4,35.5,78.0,129.5,147.2,73.8,16.0,14.8,85.1,34.8,28.0,89.0,0,1,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Gomes,LEI,3.15,BOU,1.92,2.54,0.0,0.0,184,0.0,0.0,120250,0,0,0,0,0,3,0.0,0.0,0,André,False,Season-long loan to Lille,2022-09-02T11:09:03.863819Z,45,120250.jpg,Tavares Gomes,0.1,False,0.0,u,8,11,0,1409,0,16441,159,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,569,219,564,223,549,215,574,222,0.0,0.0,0.0,0.0,0.0,0.0,340,192,548,206,579,228,484,190,9,2,10,1,1.5,1.8,1.4,0.6,27.3,36.3,123.7,108.1,130.9,99.2,12.7,13.6,79.9,30.7,24.9,76.4,22.4,35.5,78.0,129.5,147.2,73.8,16.0,14.8,85.1,34.8,28.0,89.0,0,1,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,MCI,2.17,MUN,2.89,2.53,1.4,0.8,231,100.0,100.0,200617,0,0,0,0,0,3,-0.2,0.8,0,Daniel,False,0,2022-10-19T08:00:07.484675Z,60,200617.jpg,James,0.1,False,0.0,a,9,54,14,22276,455,22899,694,0.1,2.3,454,0,0,1,12,0,0,0,0,0,0,0,53,36.8,62.0,101.0,19.7,321,138,192,117,143,89,252,122,0.0,0.0,0.0,0.0,0.0,0.0,66,33,291,138,330,147,394,143,8,5,13,0,2.6,0.8,1.6,0.4,16.1,18.7,69.5,53.4,65.2,59.5,6.3,10.4,77.8,15.4,10.3,58.2,14.6,18.9,61.0,66.8,61.8,52.4,11.4,10.2,79.8,9.8,13.0,66.4,0,1,0.0,1.0,8.0,10.0,5.0,0.38,3.0,138.0,46.0,1.0,3.0,1.0,0.25,1.97,5.3,3.68,6.2,10.1,1.33,2.3,3.67,0.6,2.0,21.67
Sarr,LIV,3.12,LEE,1.9,2.51,0.0,0.0,450,100.0,0.0,482442,0,0,-2,2,0,3,-0.5,1.0,0,Pape Matar,False,0,0,43,482442.jpg,Sarr,0.7,False,0.0,a,18,6,0,80562,4429,78565,5900,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,536,201,529,206,504,194,541,204,0.0,0.0,0.0,0.0,0.0,0.0,535,278,504,184,548,212,215,68,3,4,12,1,1.6,1.1,1.0,1.2,21.3,29.2,107.7,72.9,111.9,77.6,9.9,13.0,102.2,18.0,9.4,69.1,23.6,40.0,130.2,98.7,170.8,87.6,16.0,15.0,111.5,23.1,14.4,90.0,0,1,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White,LIV,3.12,LEE,1.9,2.51,0.0,0.0,449,100.0,0.0,448791,0,0,-1,1,0,3,-0.5,1.0,0,Harvey,False,0,0,44,448791.jpg,White,0.5,False,0.0,a,18,6,0,52768,136,56047,1517,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,554,211,548,216,525,206,559,214,0.0,0.0,0.0,0.0,0.0,0.0,470,249,531,198,565,221,261,92,3,4,12,1,1.6,1.1,1.0,1.2,21.3,29.2,107.7,72.9,111.9,77.6,9.9,13.0,102.2,18.0,9.4,69.1,23.6,40.0,130.2,98.7,170.8,87.6,16.0,15.0,111.5,23.1,14.4,90.0,0,1,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hwang,BHA,1.94,ARS,3.09,2.51,1.4,0.8,481,100.0,100.0,184754,0,0,-3,3,0,3,0.8,0.8,0,Hwang,False,0,2022-09-30T18:00:07.353554Z,57,184754.jpg,Hee-chan,0.2,False,0.0,a,20,39,14,25133,147,58459,380,0.1,2.5,250,0,1,0,4,0,0,0,0,0,0,0,37,36.2,33.5,84.0,15.4,324,140,258,142,162,100,287,132,0.0,0.0,0.0,0.0,3.0,0.0,87,44,289,136,329,146,376,135,4,3,5,1,1.4,1.1,1.0,1.4,20.1,25.6,89.8,74.3,92.2,72.8,14.2,12.0,77.0,22.5,20.1,73.1,26.6,30.2,114.1,88.5,99.0,91.4,26.6,12.5,98.3,14.8,12.0,111.2,0,1,0.0,1.0,11.0,10.0,2.0,0.15,4.0,66.0,16.0,0.0,5.0,0.0,0.0,1.54,3.7,3.62,3.35,8.4,1.0,0.73,1.5,0.9,0.8,5.75
Van de Beek,AVL,1.83,FUL,3.19,2.51,1.0,0.0,336,100.0,100.0,180184,0,0,-4,4,0,3,0.0,0.0,0,Donny,False,0,2022-10-05T11:30:06.945935Z,51,180184.jpg,van de Beek,0.2,False,0.0,a,14,1,3,7391,130,51067,186,0.0,0.6,19,0,0,0,0,0,0,0,0,0,0,0,8,0.6,2.2,0.0,0.2,435,194,377,179,638,274,434,192,0.0,0.0,0.0,0.0,0.0,0.0,177,104,632,268,425,196,362,130,19,2,2,0,0.8,1.4,1.0,2.0,23.9,32.0,100.8,89.5,129.9,80.1,19.9,14.2,90.0,29.2,22.9,91.7,31.0,39.1,125.7,114.0,151.8,100.8,21.8,13.4,92.9,30.2,11.2,99.2,0,1,0.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.07,2.67,0.2,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
