web_name,opponent_9,predicted_points_9,opponent_10,predicted_points_10,opponent_11,predicted_points_11,opponent_12,predicted_points_12,opponent_13,predicted_points_13,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Jonny,WHU,3.09,CHE,4.5,NFO,3.93,CRY,3.4,LEI,4.48,3.88,3.3,4.0,477,100.0,0.0,114128,0,0,-1,1,0,2,4.0,3.0,1,Jonathan,False,,0,44,114128.jpg,Castro Otto,0.8,False,0,a,20,39,23,61557,8520,52431,5342,0.9,5.2,617,0,0,3,7,0,0,0,1,0,0,0,112,102.8,33.2,50.0,18.6,116,47,188,54,150,28,154,41,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3,19,0,0.4,1.1,0.6,0.8,21.5,25.1,78.7,82.2,90.1,80.4,23.8,16.4,97.6,38.0,28.1,97.1,14.6,20.2,58.3,67.9,76.6,58.0,16.4,15.4,90.4,39.3,23.8,79.4,1,0,90.0,0.0,1.0,7.0,7.0,0.88,4.0,360.0,90.0,0.0,1.0,4.0,0.8,2.66,16.0,14.69,4.74,7.14,3.5,2.03,15.75,13.4,4.05,2.75
Coady,SOU,3.76,MUN,4.86,TOT,2.69,NEW,4.27,CRY,3.75,3.87,4.2,5.5,475,100.0,0.0,94147,0,0,-2,2,0,2,5.5,5.5,5,Conor,False,,0,48,94147.jpg,Coady,3.3,False,0,a,8,11,25,132764,27429,224003,10677,1.1,5.2,530,0,1,2,4,0,0,0,1,0,0,3,114,111.0,15.1,0.0,12.6,97,36,256,80,558,215,227,73,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2,17,0,0.9,1.4,0.4,0.8,22.1,32.9,111.0,90.4,128.6,79.0,19.9,14.9,93.8,23.9,30.9,91.4,20.2,28.9,94.8,72.6,122.6,64.2,22.4,11.7,81.5,22.3,13.4,92.8,1,0,90.0,0.0,2.0,6.0,6.0,0.75,4.0,360.0,90.0,0.0,1.0,4.0,0.8,2.1,19.0,18.5,2.52,0.0,5.25,2.2,21.5,18.35,3.55,0.0
Adams,EVE,3.32,MCI,3.73,WHU,4.55,BOU,4.09,ARS,3.59,3.86,3.7,2.0,411,100.0,0.0,200439,0,0,-1,1,1,4,2.0,2.0,2,Che,False,,0,64,200439.jpg,Adams,0.9,False,0,a,17,20,22,120399,4498,119485,10090,0.3,3.4,461,2,0,0,6,0,0,0,0,0,0,3,85,94.8,102.8,137.0,33.5,133,9,62,7,46,13,57,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,8,1,0.6,0.8,0.6,0.4,19.9,34.4,91.1,106.8,147.1,67.2,15.4,17.8,90.5,52.3,34.6,78.5,15.6,33.0,75.2,110.7,145.6,49.2,11.8,15.8,75.2,48.3,33.8,61.8,0,1,70.0,0.0,3.0,6.0,5.0,0.62,4.0,340.0,85.0,0.0,1.0,4.0,0.8,5.58,14.17,15.8,17.13,22.83,2.0,5.25,6.5,6.4,22.2,24.0
Isak,FUL,3.57,BRE,4.84,MUN,3.37,EVE,5.24,TOT,2.17,3.84,6.0,6.0,594,25.0,100.0,219168,1,-1,1,-1,0,4,1.5,6.5,9,Alexander,False,Leg injury - 25% chance of playing,2022-09-22T09:30:07.173534Z,71,219168.jpg,Isak,6.5,False,0,d,15,4,18,998197,124608,379570,194715,0.8,2.5,243,2,0,1,2,0,0,0,0,0,0,4,58,90.4,34.9,153.0,27.8,143,10,182,27,39,10,84,12,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2,9,0,1.5,1.4,1.4,1.4,22.2,34.8,105.0,96.1,146.9,78.8,13.0,14.3,80.9,27.0,35.4,70.1,20.0,34.9,104.0,97.2,148.2,74.4,10.2,14.7,73.6,30.0,43.6,61.0,0,1,90.0,0.0,1.0,3.0,3.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,19.33,30.13,11.63,51.0,0.0,0.0,0.0,0.0,0.0,0.0
Almirón,FUL,4.15,BRE,4.51,MUN,4.43,EVE,3.66,TOT,2.43,3.84,3.1,2.3,369,100.0,0.0,179018,0,0,0,0,0,3,2.3,2.8,2,Miguel,False,,0,50,179018.jpg,Almirón Rejala,2.6,False,0,a,15,4,22,317008,13830,188547,26168,0.5,4.4,575,1,0,3,6,0,0,0,0,0,0,0,78,89.0,81.9,214.0,38.6,145,61,83,58,18,12,39,29,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,9,0,1.5,1.4,1.4,1.4,22.2,34.8,105.0,96.1,146.9,78.8,13.0,14.3,80.9,27.0,35.4,70.1,20.0,34.9,104.0,97.2,148.2,74.4,10.2,14.7,73.6,30.0,43.6,61.0,0,1,88.0,0.0,1.0,7.0,7.0,0.88,4.0,323.0,81.0,0.0,1.0,4.0,0.8,5.51,11.14,12.71,11.7,30.57,2.25,4.4,8.75,7.0,9.35,27.5
Ederson,MUN,6.09,SOU,5.1,LIV,3.66,0,0.0,BHA,4.3,3.83,4.1,4.7,307,100.0,0.0,121160,0,0,0,0,0,1,5.7,5.7,6,Ederson,False,,0,55,121160.jpg,Santana de Moraes,16.2,False,0,a,13,43,29,680527,28694,784880,55862,0.9,5.3,630,0,0,4,6,0,0,0,0,0,7,1,133,80.6,0.0,0.0,8.1,165,20,623,64,620,64,273,20,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3,14,1,1.0,1.0,1.0,0.2,18.8,32.2,88.0,106.8,126.9,75.6,10.9,10.2,63.7,16.5,22.1,56.1,10.0,23.2,53.5,92.9,86.6,49.8,5.0,6.3,41.4,8.9,12.6,33.4,1,0,90.0,0.0,1.0,7.0,7.0,0.88,4.0,360.0,90.0,0.0,1.0,4.0,0.8,1.16,19.0,11.51,0.0,0.0,3.75,1.02,17.75,10.1,0.0,0.0
Walker-Peters,EVE,3.98,MCI,3.92,WHU,3.54,BOU,3.66,ARS,4.04,3.83,2.4,2.0,409,100.0,0.0,158534,0,0,0,0,0,2,2.0,2.0,2,Kyle,False,,0,45,158534.jpg,Walker-Peters,1.5,False,0,a,17,20,17,99228,5201,69910,7837,0.4,3.8,630,1,0,0,11,0,0,0,0,0,0,0,81,131.6,72.9,71.0,27.4,71,20,98,20,110,15,86,18,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,8,1,0.6,0.8,0.6,0.4,19.9,34.4,91.1,106.8,147.1,67.2,15.4,17.8,90.5,52.3,34.6,78.5,15.6,33.0,75.2,110.7,145.6,49.2,11.8,15.8,75.2,48.3,33.8,61.8,1,0,90.0,0.0,1.0,7.0,7.0,0.88,4.0,360.0,90.0,0.0,1.0,4.0,0.8,3.91,11.57,18.8,10.41,10.14,2.0,2.38,10.5,12.45,5.48,6.0
Roerslev,BOU,4.39,NEW,4.23,BHA,3.09,CHE,4.01,AVL,3.42,3.83,6.0,0.0,90,100.0,100.0,226956,0,0,-1,1,0,2,0.5,-0.5,0,Mads,False,,2022-08-24T16:30:05.907130Z,44,226956.jpg,Roerslev Rasmussen,0.0,False,0,a,4,94,6,1385,55,3353,175,0.0,1.4,90,0,0,1,0,0,0,0,0,0,0,0,20,19.4,1.5,0.0,2.1,297,112,337,120,458,190,341,118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,0,0.8,2.4,0.8,2.4,28.4,41.6,130.6,130.8,154.5,103.1,23.8,17.0,84.2,50.8,35.8,100.8,25.4,38.6,123.5,108.4,154.4,94.4,21.2,18.3,88.6,60.8,34.0,91.0,1,0,0.0,1.0,6.0,1.0,1.0,0.14,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.1,20.0,19.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Watkins,LEE,3.45,NFO,3.79,CHE,3.97,FUL,3.58,BRE,4.3,3.82,3.7,2.0,40,100.0,75.0,178301,-1,1,-3,3,1,4,2.0,1.5,2,Ollie,False,,2022-09-15T13:30:06.136070Z,72,178301.jpg,Watkins,2.0,False,0,a,2,7,26,240417,12329,436733,17395,0.3,3.6,564,1,2,1,9,0,0,0,0,0,0,3,80,110.6,59.5,144.0,31.5,98,7,119,12,43,11,65,11,0.0,0.0,0.0,0.0,3.0,0.0,17.0,2,11,0,1.2,1.2,0.6,1.4,19.5,27.3,101.3,77.0,94.5,76.1,9.0,11.6,73.7,22.7,20.0,52.9,18.2,20.5,90.2,44.4,70.4,67.4,10.2,8.5,56.8,16.7,11.4,45.8,0,1,90.0,1.0,1.0,7.0,6.0,0.86,4.0,360.0,90.0,1.0,0.0,4.0,1.0,4.5,11.43,15.8,8.5,20.57,2.0,3.28,5.75,8.25,4.5,20.0
Rashford,MCI,4.55,EVE,3.72,NEW,3.17,TOT,2.69,CHE,4.99,3.82,6.7,12.0,335,75.0,75.0,176297,0,0,1,-1,1,3,8.2,0.0,0,Marcus,True,Muscle injury - 75% chance of playing,2022-09-15T22:00:06.254533Z,66,176297.jpg,Rashford,14.5,False,0,d,14,1,40,1785127,85672,1442039,220550,1.8,6.1,520,3,2,2,8,0,0,0,1,0,0,6,112,165.6,97.5,211.0,47.5,31,12,65,46,19,13,24,18,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5,13,0,2.9,0.8,2.8,0.6,15.0,15.4,60.3,40.4,53.9,54.4,4.5,10.4,76.4,17.4,9.9,53.1,12.4,11.0,46.8,30.6,32.8,43.2,3.8,8.6,64.9,12.2,8.4,48.4,0,1,0.0,2.0,0.0,6.0,6.0,1.0,3.0,255.0,85.0,2.0,0.0,3.0,1.0,7.92,18.67,27.6,16.25,35.17,9.0,7.83,25.67,36.13,18.7,23.33
Lloris,ARS,3.25,BHA,3.75,EVE,4.14,MUN,3.89,NEW,3.97,3.8,3.9,3.0,425,75.0,0.0,37915,0,0,0,0,0,1,2.2,3.5,2,Hugo,False,Thigh injury - 75% chance of playing,2022-09-19T14:30:06.571210Z,55,37915.jpg,Lloris,4.9,False,0,d,18,6,27,230700,7252,259213,46815,0.5,4.9,630,0,0,2,7,0,0,0,0,0,16,4,127,117.4,0.0,0.0,11.7,91,16,620,63,617,63,239,16,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4,1,0,2.1,0.9,1.6,1.0,17.5,22.9,80.0,69.6,79.2,61.0,5.2,12.3,92.8,21.6,8.0,57.0,18.4,23.3,89.2,68.3,75.2,61.6,6.4,11.0,90.0,16.1,4.0,53.4,1,0,90.0,0.0,1.0,7.0,7.0,0.88,4.0,360.0,90.0,0.0,1.0,4.0,0.8,1.67,18.14,16.77,0.0,0.0,3.75,1.8,19.25,18.25,0.0,0.0
Mateta,CHE,3.81,LEE,3.91,LEI,4.51,WOL,3.48,EVE,3.25,3.79,1.8,2.0,168,100.0,0.0,231747,0,0,-2,2,0,4,1.5,0.0,0,Jean-Philippe,False,,0,53,231747.jpg,Mateta,0.4,False,0,a,7,31,9,37148,2261,73377,3015,0.4,1.7,183,1,0,1,2,0,0,0,1,0,0,0,40,52.8,46.9,102.0,20.2,226,24,148,18,74,23,138,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,1,1.0,1.1,1.0,0.8,18.9,23.9,94.6,60.1,84.6,67.1,10.4,13.3,78.2,26.4,27.9,57.5,13.2,19.6,73.7,54.6,68.2,53.2,5.2,9.0,50.4,22.2,17.6,38.8,0,1,0.0,0.0,6.0,5.0,2.0,0.25,3.0,131.0,44.0,0.0,3.0,2.0,0.4,4.04,8.0,10.56,9.38,20.4,1.0,4.47,4.67,7.6,11.63,25.0
Soucek,WOL,4.1,FUL,4.48,SOU,4.01,LIV,3.18,BOU,3.17,3.79,3.3,4.7,468,100.0,0.0,215439,0,0,-1,1,1,3,4.7,4.7,2,Tomas,False,,0,54,215439.jpg,Soucek,1.3,False,0,a,19,21,23,74542,6646,112183,7718,0.9,4.3,630,1,0,1,9,0,0,0,0,0,0,3,95,136.8,32.1,161.0,33.0,63,32,191,110,37,27,61,43,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,20,1,0.4,0.9,0.4,0.8,20.1,30.9,90.7,95.2,124.1,68.5,22.0,12.8,82.0,28.2,17.4,94.9,20.0,31.2,94.4,97.2,121.4,69.0,17.6,11.1,67.4,26.7,16.6,79.6,0,1,90.0,0.0,1.0,7.0,7.0,0.88,4.0,360.0,90.0,0.0,1.0,4.0,0.8,4.71,13.57,19.54,4.59,23.0,4.25,4.45,17.75,23.35,6.78,14.25
Mount,CRY,2.81,WOL,4.65,AVL,3.29,BRE,4.1,MUN,4.0,3.77,2.3,1.0,142,100.0,0.0,184341,0,0,-4,4,0,3,1.5,0.0,0,Mason,False,,0,76,184341.jpg,Mount,3.4,False,0,a,6,8,14,164688,15433,758412,15449,0.1,1.8,395,0,1,1,8,0,0,0,0,0,0,0,60,83.4,125.5,150.0,36.1,155,66,44,32,41,30,43,31,1.0,0.0,3.0,0.0,2.0,0.0,0.0,3,7,0,0.9,1.1,0.6,1.0,20.0,32.3,91.8,97.5,134.6,76.2,15.2,16.7,82.2,49.0,36.0,76.4,18.2,29.2,78.1,85.8,128.0,68.8,11.4,12.7,58.0,40.4,28.8,56.6,0,1,0.0,0.0,4.0,6.0,4.0,0.5,3.0,165.0,55.0,0.0,4.0,1.0,0.2,6.02,10.0,13.9,20.92,25.0,2.33,4.2,9.67,8.33,14.03,19.33
Andreas,NEW,3.61,WHU,4.64,BOU,3.1,AVL,3.62,LEE,3.89,3.77,3.4,1.5,346,100.0,100.0,156689,0,0,1,-1,0,3,1.5,2.0,1,Andreas,False,,2022-08-14T00:00:05.954103Z,46,156689.jpg,Hoelgebaum Pereira,26.1,False,0,a,9,54,24,1332653,73236,856087,77776,0.3,5.2,560,0,2,1,9,0,0,0,1,0,0,4,71,63.4,209.0,70.0,34.2,205,84,10,8,112,66,55,41,2.0,0.0,1.0,0.0,0.0,0.0,16.0,3,15,1,1.0,0.9,0.6,0.8,20.9,34.6,108.5,96.9,139.8,78.9,13.5,14.7,91.6,32.7,22.2,74.6,20.0,32.0,104.6,83.9,130.0,70.4,14.2,16.0,97.5,41.3,21.4,74.0,0,1,82.0,0.0,1.0,7.0,7.0,0.88,4.0,297.0,74.0,0.0,1.0,4.0,0.8,4.89,10.14,9.06,29.86,10.0,2.75,3.68,8.5,5.7,25.52,5.5
De Gea,MCI,3.94,EVE,3.73,NEW,3.96,TOT,2.87,CHE,4.35,3.77,3.5,4.0,327,100.0,0.0,51940,0,0,-1,1,0,1,3.0,0.0,0,David,False,,0,49,51940.jpg,De Gea Quintana,6.4,False,0,a,14,1,21,243896,22241,439660,20272,0.8,4.3,540,0,0,2,8,0,0,0,0,0,18,1,104,135.2,10.0,0.0,14.6,67,13,282,5,571,54,204,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13,0,2.9,0.8,2.8,0.6,15.0,15.4,60.3,40.4,53.9,54.4,4.5,10.4,76.4,17.4,9.9,53.1,12.4,11.0,46.8,30.6,32.8,43.2,3.8,8.6,64.9,12.2,8.4,48.4,1,0,0.0,0.0,2.0,6.0,6.0,0.75,3.0,270.0,90.0,0.0,2.0,3.0,0.6,2.43,17.33,22.53,1.67,0.0,5.33,2.47,21.67,21.33,3.33,0.0
Karius,FUL,3.66,BRE,3.69,MUN,4.73,EVE,3.44,TOT,3.3,3.76,0.0,0.0,626,100.0,0.0,104542,0,0,0,0,0,1,1.2,1.7,0,Loris,False,,0,40,104542.jpg,Karius,0.0,False,0,a,15,4,0,3291,1631,561,308,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,429,40,408,24,354,19,432,40,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,9,0,1.5,1.4,1.4,1.4,22.2,34.8,105.0,96.1,146.9,78.8,13.0,14.3,80.9,27.0,35.4,70.1,20.0,34.9,104.0,97.2,148.2,74.4,10.2,14.7,73.6,30.0,43.6,61.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Targett,FUL,4.71,BRE,3.87,MUN,3.45,EVE,3.77,TOT,2.93,3.75,3.6,3.0,367,100.0,100.0,169359,0,0,-1,1,0,2,3.0,3.5,2,Matt,False,,2022-08-14T00:00:05.991636Z,49,169359.jpg,Targett,1.0,False,0,a,15,4,18,78212,5977,107647,7366,0.6,3.7,373,0,0,2,3,0,0,0,0,0,0,2,89,73.0,100.5,8.0,18.1,187,73,63,12,276,88,161,44,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2,9,0,1.5,1.4,1.4,1.4,22.2,34.8,105.0,96.1,146.9,78.8,13.0,14.3,80.9,27.0,35.4,70.1,20.0,34.9,104.0,97.2,148.2,74.4,10.2,14.7,73.6,30.0,43.6,61.0,1,0,90.0,1.0,3.0,5.0,4.0,0.57,4.0,283.0,71.0,0.0,2.0,3.0,0.6,3.62,17.8,14.6,20.1,1.6,2.5,3.15,14.0,13.95,15.72,2.0
Sancho,MCI,3.89,EVE,3.65,NEW,3.77,TOT,2.83,CHE,4.6,3.75,4.7,6.0,340,100.0,0.0,209243,0,0,-2,2,1,3,5.0,0.0,0,Jadon,False,,0,73,209243.jpg,Sancho,6.9,False,0,a,14,1,28,521341,54983,832835,31018,0.8,3.8,418,2,0,3,7,0,0,0,0,0,0,4,86,96.4,73.5,109.0,27.9,129,50,97,69,63,41,82,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13,0,2.9,0.8,2.8,0.6,15.0,15.4,60.3,40.4,53.9,54.4,4.5,10.4,76.4,17.4,9.9,53.1,12.4,11.0,46.8,30.6,32.8,43.2,3.8,8.6,64.9,12.2,8.4,48.4,0,1,0.0,0.0,2.0,6.0,6.0,0.75,3.0,200.0,67.0,0.0,2.0,3.0,0.6,4.65,14.33,16.07,12.25,18.17,5.0,3.93,12.67,14.73,3.17,21.33
Travers,BRE,3.73,LEI,4.96,FUL,4.02,SOU,3.25,WHU,2.8,3.75,2.0,0.0,72,100.0,0.0,229600,0,0,-1,1,0,1,-0.5,-0.5,0,Mark,False,,0,44,229600.jpg,Travers,0.4,False,0,a,3,91,8,24000,647,32967,1865,0.0,1.8,360,0,0,1,16,0,0,0,0,0,13,0,74,103.4,0.0,0.0,10.4,115,18,492,48,459,43,251,17,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2,4,1,1.9,1.5,1.4,1.4,21.9,34.8,112.8,104.0,131.9,84.4,13.0,16.7,96.5,45.4,24.5,80.6,20.8,31.3,107.6,93.6,113.0,80.2,16.4,15.4,93.2,36.9,23.8,83.6,1,0,0.0,0.0,4.0,4.0,4.0,0.5,1.0,90.0,90.0,0.0,4.0,1.0,0.2,2.6,18.5,25.85,0.0,0.0,-1.0,3.2,17.0,31.8,0.0,0.0
Kulusevski,ARS,3.71,BHA,3.71,EVE,4.19,MUN,3.43,NEW,3.65,3.74,4.6,2.7,446,50.0,0.0,445044,0,0,1,-1,1,3,1.4,3.2,5,Dejan,False,Hamstring injury - 50% chance of playing,2022-09-29T14:30:07.727260Z,81,445044.jpg,Kulusevski,11.6,False,0,d,18,6,32,1543119,25871,1229584,160101,0.3,4.0,498,1,3,2,7,0,0,0,0,0,0,3,104,129.8,160.2,167.0,45.7,75,33,27,22,34,24,29,23,3.0,0.0,0.0,0.0,0.0,0.0,10.0,4,1,0,2.1,0.9,1.6,1.0,17.5,22.9,80.0,69.6,79.2,61.0,5.2,12.3,92.8,21.6,8.0,57.0,18.4,23.3,89.2,68.3,75.2,61.6,6.4,11.0,90.0,16.1,4.0,53.4,0,1,69.0,0.0,2.0,7.0,6.0,0.75,4.0,238.0,60.0,0.0,2.0,3.0,0.6,6.53,14.86,18.54,22.89,23.86,3.5,5.95,11.25,13.25,19.75,26.5
Emerson Royal,ARS,3.22,BHA,3.84,EVE,4.24,MUN,3.23,NEW,4.18,3.74,3.9,1.7,445,100.0,0.0,241157,0,0,1,-1,0,2,1.7,2.2,1,Emerson,False,,0,51,241157.jpg,Leite de Souza Junior,5.3,False,0,a,18,6,27,648518,10262,316139,49734,0.3,5.3,562,0,2,2,5,0,0,0,0,0,0,1,125,111.4,53.0,67.0,23.2,95,34,131,32,117,18,114,28,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4,1,0,2.1,0.9,1.6,1.0,17.5,22.9,80.0,69.6,79.2,61.0,5.2,12.3,92.8,21.6,8.0,57.0,18.4,23.3,89.2,68.3,75.2,61.6,6.4,11.0,90.0,16.1,4.0,53.4,1,0,35.0,0.0,2.0,7.0,6.0,0.75,4.0,305.0,76.0,0.0,2.0,3.0,0.6,3.31,17.86,15.91,7.57,9.57,2.75,2.3,14.0,12.95,5.2,4.75
Kilman,WHU,3.45,CHE,4.39,NFO,3.19,CRY,3.68,LEI,3.92,3.73,4.0,5.3,484,100.0,100.0,214048,0,0,0,0,1,2,5.3,4.3,1,Max,False,,2022-07-05T15:30:04.265873Z,45,214048.jpg,Kilman,1.8,False,0,a,20,39,28,148990,37225,67913,10716,1.2,6.2,630,0,0,3,7,0,0,0,0,0,0,4,137,141.8,7.0,12.0,16.1,56,12,291,98,258,79,180,51,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3,19,0,0.4,1.1,0.6,0.8,21.5,25.1,78.7,82.2,90.1,80.4,23.8,16.4,97.6,38.0,28.1,97.1,14.6,20.2,58.3,67.9,76.6,58.0,16.4,15.4,90.4,39.3,23.8,79.4,1,0,90.0,0.0,1.0,7.0,7.0,0.88,4.0,360.0,90.0,0.0,1.0,4.0,0.8,2.3,19.57,20.26,1.0,1.71,4.5,2.13,18.5,19.65,1.1,0.5
Tielemans,NFO,3.49,BOU,3.81,CRY,3.67,LEE,3.77,WOL,3.92,3.73,3.3,4.7,259,100.0,0.0,166989,0,0,-2,2,0,3,5.2,4.2,7,Youri,False,,0,63,166989.jpg,Tielemans,1.6,False,0,a,10,13,23,81007,30407,155383,6850,0.7,3.7,501,1,1,0,20,0,0,0,0,0,0,2,131,149.8,176.3,68.0,39.5,46,21,15,12,116,68,38,28,3.0,0.0,0.0,0.0,2.0,0.0,18.0,2,16,1,0.8,2.1,0.8,2.8,26.0,42.9,137.0,132.2,159.0,103.6,21.5,15.8,91.8,38.4,28.1,92.8,30.8,41.4,156.3,121.8,134.8,124.6,20.2,12.3,82.1,16.2,24.0,89.0,0,1,90.0,0.0,2.0,7.0,6.0,0.75,4.0,324.0,81.0,0.0,1.0,4.0,0.8,5.64,18.71,21.4,25.19,9.71,4.5,8.32,26.5,32.65,37.38,13.0
Mee,BOU,3.89,NEW,3.89,BHA,3.81,CHE,4.13,AVL,2.91,3.73,2.9,1.0,526,100.0,0.0,51927,0,0,0,0,1,2,1.5,0.5,1,Ben,False,,0,45,51927.jpg,Mee,2.9,False,0,a,4,94,20,428019,15836,255566,15169,0.2,4.4,598,1,0,1,12,0,0,0,1,0,0,2,92,123.8,6.1,69.0,20.0,82,26,293,99,114,17,141,37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,0,0.8,2.4,0.8,2.4,28.4,41.6,130.6,130.8,154.5,103.1,23.8,17.0,84.2,50.8,35.8,100.8,25.4,38.6,123.5,108.4,154.4,94.4,21.2,18.3,88.6,60.8,34.0,91.0,1,0,90.0,0.0,1.0,6.0,6.0,0.86,4.0,360.0,90.0,0.0,1.0,4.0,0.8,3.33,15.33,20.63,1.02,11.5,1.5,2.35,11.0,17.3,0.85,5.25
Justin,NFO,4.17,BOU,3.31,CRY,3.12,LEE,4.21,WOL,3.8,3.72,1.4,1.3,268,100.0,0.0,220627,0,0,-2,2,0,2,1.8,0.8,2,James,False,,0,43,220627.jpg,Justin,1.0,False,0,a,10,13,10,64134,23774,102818,9204,0.3,2.3,630,0,2,0,22,0,0,0,0,0,0,0,109,109.4,94.0,24.0,22.7,100,38,69,14,223,63,117,29,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2,16,1,0.8,2.1,0.8,2.8,26.0,42.9,137.0,132.2,159.0,103.6,21.5,15.8,91.8,38.4,28.1,92.8,30.8,41.4,156.3,121.8,134.8,124.6,20.2,12.3,82.1,16.2,24.0,89.0,1,0,90.0,0.0,1.0,7.0,7.0,0.88,4.0,360.0,90.0,0.0,1.0,4.0,0.8,3.24,15.57,15.63,13.43,3.43,1.25,4.25,17.0,18.85,18.23,5.5
Eriksen,MCI,4.21,EVE,3.51,NEW,3.49,TOT,2.89,CHE,4.49,3.72,2.7,3.5,519,100.0,0.0,80607,0,0,-2,2,0,3,2.5,0.0,0,Christian,False,,0,63,80607.jpg,Eriksen,3.3,False,0,a,14,1,16,196072,34278,357615,12261,0.6,2.5,531,0,1,2,8,0,0,0,1,0,0,0,63,75.6,124.7,105.0,30.4,177,74,45,33,69,45,68,47,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5,13,0,2.9,0.8,2.8,0.6,15.0,15.4,60.3,40.4,53.9,54.4,4.5,10.4,76.4,17.4,9.9,53.1,12.4,11.0,46.8,30.6,32.8,43.2,3.8,8.6,64.9,12.2,8.4,48.4,0,1,0.0,0.0,2.0,6.0,6.0,0.75,3.0,270.0,90.0,0.0,2.0,3.0,0.6,5.07,10.5,12.6,20.78,17.5,3.33,5.0,10.0,12.67,25.27,12.33
